Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,-9999,Rook_Year,WS_Rk,WS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Marcus Cousin,24,0.667,0,0,4.5,1,0.8,0,cousima01,2011,1644,0,2010-11,2010-11,24-24,4,0,4.5,0.5,0.8,0.5,0.8,0,0,0,0,0,0.8,0.8,0,0,0.3,0.3,0.3,1,0.667,0.667,,,0.667,0.667,C,UTA,90,111,0,0,0.008,-4.3,-2.7,-7.1,0,7.8,0,20.3,10.1,0,0,4.5,25,10.2
DeMarcus Cousins,20,0.43,0.167,0.687,28.5,14.1,8.6,2.5,couside01,2011,128,46.8,2010-11,2021-22,20-31,654,561,29.8,7,15.2,6.3,13.2,0.7,2,5,6.7,2.6,7.6,10.2,3,1.3,1.1,3.3,3.7,19.6,0.46,0.479,0.331,0.737,0.539,0.481,C-F,DENGSWHOULACMILNOPSAC,104,104,18,28.7,0.115,1.6,0.8,2.4,21.6,22,9.6,28.4,19,17.9,2.2,3.1,15.3,31.4
Jordan Crawford,22,0.384,0.258,0.869,24.5,11.7,2.5,2.8,crawfjo02,2011,730,6.3,2010-11,2017-18,22-29,281,99,24.4,4.6,11.1,3.4,7.4,1.2,3.7,1.9,2.3,0.5,2,2.5,3.1,0.7,0.1,1.9,1.6,12.2,0.411,0.458,0.317,0.826,0.503,0.464,G,ATLBOSGSWNOPWAS,99,109,1.8,4.6,0.044,0.3,-1.6,-1.3,1.3,14.1,2.5,9.1,5.8,22.3,1.5,0.3,13.4,25.9
Ed Davis,21,0.576,0,0.555,24.6,7.7,7.1,0.6,davised01,2011,150,43.3,2010-11,2021-22,21-32,722,106,19.1,2.5,4.3,2.5,4.3,0,0,1,1.8,2.2,4.2,6.4,0.7,0.5,0.8,0.7,2.4,5.9,0.567,0.568,0,0.583,0.581,0.567,F,BRKCLELALMEMMINPORTORUTA,119,105,25.2,18.1,0.151,-0.6,0.4,-0.2,6.2,16.4,12.8,24.8,18.8,6,1.3,3.3,12.6,13.7
Zabian Dowdell,26,0.408,0.3,0.941,12.2,5,0.8,2.1,dowdeza01,2011,1843,-0.1,2010-11,2010-11,26-26,24,0,12.2,2.1,5.2,2,4.8,0.1,0.4,0.7,0.7,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,5,0.408,0.417,0.3,0.941,0.457,0.42,G,PHO,91,109,-0.4,0.2,-0.019,-3.9,0.2,-3.6,-0.1,11.7,2,5.9,4,27.7,3.5,0.5,18,25
Devin Ebanks,21,0.412,0.4,0.783,5.9,3.1,1.4,0.1,ebankde01,2011,1258,0.5,2010-11,2012-13,21-23,63,15,11.3,1.3,3.4,1.2,2.8,0.1,0.6,0.8,1.1,0.8,1.1,1.9,0.4,0.3,0.2,0.6,0.9,3.6,0.385,0.418,0.222,0.722,0.458,0.404,F,LAL,96,107,-0.1,0.6,0.035,-3.5,-1.3,-4.8,-0.5,9.6,8.3,10.7,9.6,5.2,1.3,1.2,12.5,17.8
Semih Erden,24,0.559,0,0.65,14.5,4,2.9,0.5,erdense01,2011,1040,1.8,2010-11,2011-12,24-25,69,17,13.4,1.5,2.7,1.5,2.7,0,0,0.9,1.5,0.8,1.9,2.8,0.4,0.4,0.4,0.7,2.4,3.8,0.546,0.546,,0.594,0.571,0.546,C,BOSCLE,104,103,0.5,1.3,0.094,-4.6,1,-3.6,-0.4,10.1,7.5,16.8,12.2,4.9,1.4,2.4,17.9,14
Jeremy Evans,23,0.661,0,0.703,9.4,3.6,2,0.5,evansje01,2011,647,8.2,2010-11,2017-18,23-30,250,9,10.5,1.5,2.6,1.4,2.5,0,0.1,0.6,0.8,1,1.6,2.6,0.4,0.4,0.5,0.3,1.2,3.5,0.569,0.583,0.231,0.687,0.6,0.573,F,ATLDALUTA,122,107,5.5,2.7,0.15,0.2,0.7,0.9,1.9,17.3,10.4,18,14.1,6.6,1.8,3.7,10.4,14.2
Patrick Ewing,26,0,0,0.75,2.7,0.4,0.3,0.3,ewingpa02,2011,1779,-0.1,2010-11,2010-11,26-26,7,0,2.7,0,0.7,0,0.4,0,0.3,0.4,0.6,0.1,0.1,0.3,0.3,0,0.1,0.1,0.1,0.4,0,0,0,0.75,0.222,0,F,NOH,64,109,-0.1,0,-0.158,-5.6,-3.4,-9.1,0,0.6,6.4,6.4,6.4,14.2,0,4.4,12.9,19.5
Christian Eyenga,21,0.425,0.275,0.643,21.5,6.9,2.8,0.8,eyengch01,2011,1967,-0.4,2010-11,2011-12,21-22,51,18,20.6,2.7,6.5,2.2,4.6,0.5,1.8,0.4,0.7,0.6,2.1,2.7,0.8,0.7,0.6,1,1.7,6.3,0.411,0.464,0.277,0.611,0.461,0.45,F,CLELAL,88,111,-1,0.6,-0.02,-3.6,-0.6,-4.2,-0.6,8.6,3.3,11.9,7.5,6.4,1.8,2.4,12.6,17.1
Derrick Favors,19,0.517,0,0.595,19.7,6.8,5.3,0.5,favorde01,2011,82,60.2,2010-11,2021-22,19-30,790,503,24.3,4.3,8.1,4.3,7.9,0,0.2,1.9,2.8,2.4,4.7,7.1,1.1,0.7,1.2,1.3,2.5,10.6,0.534,0.544,0.198,0.663,0.566,0.537,F-C,NJNNOPOKCUTA,113,104,31.7,28.5,0.15,0.2,0.7,0.9,14,18.8,11.4,21.7,16.5,7.4,1.5,4,11.9,19.7
Landry Fields,22,0.497,0.393,0.769,31,9.7,6.4,1.9,fieldla01,2011,583,10.5,2010-11,2014-15,22-26,255,176,23.6,2.7,5.7,2.2,4.3,0.5,1.4,1,1.4,1,3.3,4.3,1.6,0.8,0.2,1.1,1.2,6.8,0.473,0.52,0.332,0.666,0.539,0.515,F,NYKTOR,107,107,4.7,5.8,0.084,-0.6,0.3,-0.3,2.6,12.1,4.7,16.4,10.5,10.8,1.8,0.6,14.4,14
Gary Forbes,25,0.454,0.328,0.678,12.6,5.2,1.8,0.8,forbega01,2011,1051,1.7,2010-11,2011-12,25-26,111,13,13.5,2.1,4.9,1.7,3.6,0.4,1.3,1.1,1.6,0.5,1.5,2,0.9,0.4,0.1,0.9,1.2,5.8,0.434,0.467,0.34,0.702,0.518,0.478,F,DENTOR,99,107,0.4,1.3,0.054,-1.3,-0.7,-2,0,12.4,4.3,12.3,8.4,11.6,1.6,0.5,13.8,22
Paul George,20,0.453,0.297,0.762,20.7,7.8,3.7,1.1,georgpa01,2011,41,81.1,2010-11,2022-23,20-32,789,741,33.6,7,16,4.5,9.4,2.5,6.6,4,4.8,0.9,5.5,6.4,3.7,1.7,0.4,2.7,2.7,20.6,0.437,0.477,0.382,0.85,0.568,0.516,F,INDLACOKC,109,104,37.8,43.3,0.147,2.7,1.3,4,40.1,19.4,2.8,17.9,10.5,18.5,2.5,1.1,13.1,27.2
Blake Griffin,21,0.506,0.292,0.642,38,22.5,12.1,3.8,griffbl01,2011,42,80.6,2010-11,2022-23,21-33,755,689,32.1,7.2,14.5,6.5,12.4,0.7,2.2,4.1,6,1.9,6.1,8,4,0.8,0.5,2.3,2.7,19.2,0.493,0.522,0.328,0.696,0.559,0.518,F-C,BOSBRKDETLAC,112,107,52.7,27.9,0.16,3.1,0.2,3.3,32.7,21.1,7,21.3,14.2,21.6,1.3,1.2,11.8,26.9
Luke Harangody,23,0.383,0.242,0.731,13.1,3.9,2.9,0.6,haranlu01,2011,1172,0.9,2010-11,2011-12,23-24,70,1,12.4,1.5,3.9,1.2,2.6,0.3,1.2,0.4,0.5,0.9,1.9,2.8,0.5,0.3,0.3,0.3,1.4,3.6,0.376,0.44,0.241,0.737,0.44,0.415,F,BOSCLE,99,107,0,0.8,0.048,-2.8,-0.7,-3.5,-0.3,10.2,8,18.4,13.2,6.7,1.3,1.8,6.5,16.2
Manny Harris,21,0.374,0.37,0.763,17.3,5.9,2.6,1.6,harrima01,2011,1471,0.1,2010-11,2016-17,21-27,93,20,17.1,2.1,5.6,1.6,4,0.6,1.6,1.3,1.8,0.6,2.1,2.7,1.4,0.5,0.2,1.1,1.1,6.2,0.38,0.39,0.353,0.738,0.481,0.43,G,CLEDALLAL,95,111,-0.6,0.7,0.004,-2.1,-1.3,-3.3,-0.5,10.7,4,14.4,9,13.3,1.6,0.7,14.5,19.8
Gordon Hayward,20,0.485,0.473,0.711,16.9,5.4,1.9,1.1,haywago01,2011,78,61.6,2010-11,2022-23,20-32,778,615,31.1,5.4,11.9,4,8.2,1.4,3.7,3.4,4.1,0.8,3.7,4.5,3.5,1,0.4,2,1.7,15.5,0.454,0.493,0.369,0.825,0.568,0.512,F-G,BOSCHOUTA,112,110,40.1,21.5,0.122,1.8,0,1.7,22.9,17.1,2.7,13.5,8.1,18.5,1.6,1.1,12.5,22.5
Lazar Hayward,24,0.357,0.283,0.786,10,3.8,1.7,0.7,haywala01,2011,1390,0.2,2010-11,2012-13,24-26,72,0,8.2,1,2.8,0.7,1.7,0.3,1.1,0.6,0.8,0.3,0.9,1.3,0.5,0.2,0.1,0.4,0.9,2.9,0.347,0.395,0.269,0.767,0.453,0.399,F,MINOKC,97,111,-0.1,0.3,0.02,-2.9,-1.3,-4.2,-0.3,9,4.6,12.4,8.5,9,1.4,1,10.9,18.8
Xavier Henry,19,0.406,0.118,0.635,13.9,4.3,1,0.5,henryxa01,2011,1202,0.8,2010-11,2014-15,19-23,185,23,15.7,2,4.9,1.8,4.2,0.2,0.7,1.5,2.3,0.4,1.5,1.9,0.6,0.5,0.1,0.8,1.4,5.7,0.406,0.419,0.325,0.635,0.479,0.428,G,LALMEMNOH,95,110,-0.9,1.7,0.013,-3.7,-0.7,-4.4,-1.7,9.3,3.2,10.7,6.9,6.5,1.8,0.6,11.3,19.3
Damion James,23,0.447,0,0.643,16.1,4.4,3.4,0.8,jamesda01,2011,1694,0,2010-11,2013-14,23-26,39,17,16,1.6,3.8,1.6,3.6,0,0.2,0.7,1.1,0.6,2.7,3.4,0.7,0.6,0.5,1,1.4,3.8,0.415,0.433,0,0.667,0.453,0.415,G-F,BRKNJNSAS,86,106,-0.7,0.7,-0.001,-4.5,0.8,-3.7,-0.3,8.5,4.6,20.2,12.2,6.6,2,2.5,18.7,15.1
Eugene Jeter,27,0.409,0.2,0.902,13.8,4.1,1.1,2.6,jetereu01,2011,1225,0.7,2010-11,2010-11,27-27,62,1,13.8,1.7,4.2,1.6,3.7,0.1,0.5,0.6,0.7,0.1,1,1.1,2.6,0.5,0,0.8,0.9,4.1,0.409,0.437,0.2,0.902,0.46,0.421,G,SAC,101,111,0.2,0.5,0.037,-2.2,-1.1,-3.3,-0.3,11.1,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5
Armon Johnson,21,0.455,0.417,0.591,7.3,2.9,0.9,1.2,johnsar02,2011,1852,-0.1,2010-11,2011-12,21-22,47,0,8.5,1.4,3.1,1.3,2.7,0.1,0.3,0.4,0.6,0.3,0.8,1,1.2,0.2,0,0.9,0.9,3.3,0.458,0.465,0.4,0.679,0.502,0.479,G,NJNPOR,92,110,-0.3,0.2,-0.015,-2.8,-1.3,-4.1,-0.2,10.4,3.5,11.5,7.4,24.4,1.3,0.2,22,23.2
Chris Johnson,25,0.429,0,0.75,9.9,2.4,2.3,0.2,johnsch03,2011,898,3.5,2012-13,2015-16,22-25,147,4,15.5,1.6,4,0.9,1.7,0.7,2.3,0.6,0.7,0.5,1.5,2,0.6,0.6,0.2,0.5,1.4,4.4,0.392,0.508,0.307,0.835,0.514,0.48,F-G,BOSMEMMILPHIUTA,103,106,1.1,2.5,0.074,-2.2,0.7,-1.5,0.3,9.7,3.5,11.4,7.5,6.3,2,1.1,11.2,14.1
Chris Johnson,25,0.429,0,0.75,9.9,2.4,2.3,0.2,johnsch03,2011,898,3.5,2012-13,2015-16,22-25,147,4,15.5,1.6,4,0.9,1.7,0.7,2.3,0.6,0.7,0.5,1.5,2,0.6,0.6,0.2,0.5,1.4,4.4,0.392,0.508,0.307,0.835,0.514,0.48,F-G,BOSMEMMILPHIUTA,108,102,0.6,0.9,0.12,-3.5,1.8,-1.7,0,14.3,9,17.1,13,3.6,1.4,6,18.3,15.9
Chris Johnson,25,0.429,0,0.75,9.9,2.4,2.3,0.2,johnsch03,2011,1073,1.5,2010-11,2012-13,25-27,71,1,8.4,1.1,1.9,1.1,1.9,0,0,0.7,1,0.7,1.2,1.9,0.2,0.2,0.6,0.5,1.5,2.9,0.562,0.562,,0.699,0.606,0.562,C,BOSMINNOHPOR,103,106,1.1,2.5,0.074,-2.2,0.7,-1.5,0.3,9.7,3.5,11.4,7.5,6.3,2,1.1,11.2,14.1
Chris Johnson,25,0.429,0,0.75,9.9,2.4,2.3,0.2,johnsch03,2011,1073,1.5,2010-11,2012-13,25-27,71,1,8.4,1.1,1.9,1.1,1.9,0,0,0.7,1,0.7,1.2,1.9,0.2,0.2,0.6,0.5,1.5,2.9,0.562,0.562,,0.699,0.606,0.562,C,BOSMINNOHPOR,108,102,0.6,0.9,0.12,-3.5,1.8,-1.7,0,14.3,9,17.1,13,3.6,1.4,6,18.3,15.9
Wesley Johnson,23,0.397,0.356,0.696,26.2,9,3,1.9,johnswe01,2011,577,10.7,2010-11,2018-19,23-31,609,334,22.1,2.7,6.6,1.7,3.6,1,3,0.6,0.8,0.6,2.6,3.2,1.1,0.8,0.7,0.9,1.9,7,0.404,0.46,0.337,0.741,0.499,0.481,F-G,LACLALMINNOPPHOWAS,98,109,0.3,10.4,0.038,-1.9,0.3,-1.6,1.2,10,2.7,13,7.8,7.2,1.7,2.3,11,15.5
Dominique Jones,22,0.311,0,0.824,7.5,2.3,1.4,1.1,jonesdo02,2011,1370,0.3,2010-11,2012-13,22-24,80,4,9.3,1,2.8,1,2.6,0,0.3,1,1.3,0.4,1,1.4,1.8,0.4,0.1,1,0.8,3.1,0.366,0.393,0.095,0.729,0.449,0.37,G,DAL,92,105,-0.5,0.8,0.017,-2.3,-0.1,-2.4,-0.1,11.9,5.1,12.1,8.7,29.2,2,1.1,21.7,21.8
Gani Lawal,22,0,0,0,2,0,0,0,lawalga01,2011,1657,0,2010-11,2010-11,22-22,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,F,PHO,,117,0,0,-0.009,-16.9,1.9,-15,0,-9.1,0,0,0,0,0,0,,0
Jeremy Lin,22,0.389,0.2,0.76,9.8,2.6,1.2,1.4,linje01,2011,329,23.5,2010-11,2018-19,22-30,480,221,25.5,3.9,9.1,3,6.3,0.9,2.7,2.8,3.5,0.4,2.4,2.8,4.3,1.1,0.4,2.3,2.2,11.6,0.433,0.473,0.342,0.809,0.548,0.485,G,ATLBRKCHOGSWHOULALNYKTOR,106,108,12.7,10.8,0.092,0,0,0,6.2,15.3,1.8,10.3,6,26.7,2.1,1.1,17.6,22.1
Greg Monroe,20,0.551,0,0.622,27.8,9.4,7.5,1.3,monrogr01,2011,115,50.4,2010-11,2021-22,20-31,646,417,27.4,5.2,10.1,5.2,10.1,0,0,2.6,3.7,2.8,5.4,8.2,2.1,1.1,0.6,1.9,2.2,13,0.514,0.515,0.059,0.703,0.553,0.514,C-F,BOSDETMILMINPHIPHOTORUTAWAS,110,106,29.9,20.5,0.137,1.5,-0.1,1.4,15.3,20.1,11.4,23,17.1,13.4,2,1.7,13.6,22.3
Timofey Mozgov,24,0.474,0,0.712,11.6,3.6,2.7,0.3,mozgoti01,2011,423,17.7,2010-11,2017-18,24-31,454,273,18,2.7,5.1,2.7,4.9,0,0.1,1.3,1.8,1.7,3.2,4.9,0.6,0.3,0.8,1.2,2.2,6.8,0.535,0.543,0.19,0.738,0.578,0.537,C,BRKCLEDENLALNYK,109,107,9.3,8.5,0.104,-1.8,-0.2,-2,0,14.7,10.4,19.8,15.1,4.7,0.9,3.6,16.5,17
Hamady N'Diaye,24,0.8,0,0.5,5,0.9,0.4,0,ndiayha01,2011,1565,0,2010-11,2013-14,24-27,33,0,4.8,0.2,0.5,0.2,0.5,0,0,0.2,0.4,0.2,0.5,0.8,0.1,0.1,0.3,0.2,1,0.6,0.467,0.467,,0.462,0.483,0.467,C,SACWAS,90,110,-0.1,0.1,0.013,-7.6,0.3,-7.3,-0.2,3.9,5,13.2,9,2.6,0.7,4.5,22.5,7.5
Gary Neal,26,0.451,0.419,0.808,21.1,9.8,2.5,1.2,nealga01,2011,576,10.7,2010-11,2016-17,26-32,352,31,21.3,3.6,8.6,2.3,5.2,1.3,3.4,1.3,1.5,0.2,1.9,2.2,1.6,0.4,0,1,1.5,9.9,0.422,0.448,0.382,0.85,0.532,0.498,G,ATLCHACHOMILMINSASWAS,103,109,5.4,5.4,0.069,-0.5,-1.2,-1.7,0.6,12.6,1.2,10.2,5.8,12.4,1,0.1,10.1,22
Larry Owens,28,0.469,0.462,0.444,11.9,3.3,1.3,0.7,owensla01,2011,1352,0.3,2010-11,2011-12,28-29,19,0,11.5,1,2.3,0.6,1.3,0.4,0.9,0.4,0.7,0.2,1.3,1.5,0.6,0.5,0.3,0.4,1.5,2.8,0.442,0.44,0.444,0.538,0.544,0.535,F,NJNSASWAS,106,108,0.1,0.2,0.066,-2.5,1.3,-1.2,0,9.4,1.5,13.5,7.4,8.3,2.1,2.1,12.6,11.5
Patrick Patterson,21,0.558,0,0.714,16.7,6.3,3.8,0.8,pattepa01,2011,230,31.9,2010-11,2020-21,21-31,719,104,20.8,2.6,5.8,1.7,3.4,0.9,2.4,0.6,0.8,1.1,2.7,3.9,1,0.5,0.4,0.6,1.6,6.7,0.447,0.501,0.369,0.755,0.54,0.522,F,HOULACOKCSACTOR,113,108,18.1,13.8,0.102,0.1,-0.1,0,7.4,12.5,6.2,15,10.6,7.4,1.3,1.6,9.2,14.5
Nikola Pekovi?,25,0.517,0,0.763,13.6,5.5,3,0.4,pekovni01,2011,403,18.8,2010-11,2015-16,25-30,271,194,24.9,4.8,9.4,4.8,9.4,0,0,2.9,3.8,3,3.7,6.7,0.7,0.5,0.6,1.5,2.3,12.6,0.518,0.518,,0.76,0.57,0.518,C,MIN,112,108,13.5,5.2,0.134,0.8,-1.4,-0.7,2.2,18.6,13,17.1,15,5.1,1.1,1.7,12.2,22.1
Dexter Pittman,22,0.333,0,0,5.5,1,1.5,0,pittmde01,2011,1270,0.5,2010-11,2013-14,22-25,50,6,6.9,1,2.2,1,2.2,0,0,0.4,0.7,0.8,1,1.8,0.2,0.2,0.2,0.4,1.7,2.3,0.45,0.45,,0.545,0.47,0.45,C,ATLMEMMIA,95,101,0,0.5,0.068,-6.7,-1,-7.7,-0.5,9.1,13.4,16.9,15.3,4.2,1.2,1.9,15.1,19.5
Quincy Pondexter,22,0.406,0.36,0.706,11.1,2.8,1.3,0.4,pondequ01,2011,605,9.7,2010-11,2018-19,22-30,355,48,15.6,1.6,3.8,1,2.1,0.6,1.7,0.7,1,0.6,1.2,1.8,0.7,0.3,0.1,0.5,1.3,4.5,0.423,0.475,0.356,0.746,0.536,0.501,G-F,CHIMEMNOHNOPSAS,109,108,5.2,4.5,0.084,-1.6,-0.2,-1.8,0.3,9.8,4.2,9.3,6.7,7.1,1.2,0.7,10.6,13.9
Andy Rautins,24,0.429,0.25,0.5,4.8,1.6,0.2,0.6,rautian01,2011,1879,-0.2,2010-11,2010-11,24-24,5,0,4.8,0.6,1.4,0.4,0.6,0.2,0.8,0.2,0.4,0,0.2,0.2,0.6,0.2,0,1.4,0,1.6,0.429,0.667,0.25,0.5,0.508,0.5,G,NYK,60,113,-0.2,0,-0.314,-8,-5.2,-13.2,-0.1,-1.2,0,4.8,2.4,18.7,2.1,0,47,27.5
Samardo Samuels,22,0.456,0,0.618,18.9,7.8,4.3,0.5,samuesa01,2011,1230,0.6,2010-11,2012-13,22-24,109,11,15.8,2.2,4.9,2.2,4.8,0,0,1.5,2.3,1.4,2,3.4,0.4,0.3,0.4,1.1,2.1,5.9,0.445,0.449,0,0.653,0.497,0.445,F,CLE,97,110,-0.2,0.8,0.018,-3.9,-1.7,-5.6,-1.6,10.8,9.5,15,12.2,4.4,1.2,1.8,15.2,19.8
Larry Sanders,22,0.433,0,0.56,14.5,4.3,3,0.3,sandela01,2011,591,10.3,2010-11,2016-17,22-28,238,113,19.5,2.8,5.9,2.8,5.8,0,0,0.8,1.4,2,3.7,5.7,0.7,0.6,1.8,0.9,2.8,6.4,0.48,0.481,0,0.553,0.494,0.48,C-F,CLEMIL,101,99,1.8,8.5,0.107,-2.8,1.8,-1.1,1.1,15.4,11.1,21.4,16.1,6,1.7,7.1,12.7,17
Kevin S?raphin,21,0.449,0,0.71,10.9,2.7,2.6,0.2,serapke01,2011,752,5.9,2010-11,2016-17,21-27,423,34,15.2,2.7,5.5,2.7,5.5,0,0,0.6,0.8,1.2,2.3,3.5,0.6,0.2,0.7,1.1,2.1,5.9,0.489,0.491,0,0.715,0.509,0.489,F,INDNYKWAS,96,105,-1.4,7.3,0.044,-3.9,-0.4,-4.3,-3.6,12.1,8.8,16.8,12.8,6.5,0.7,3.7,15.4,20.5
Mustafa Shakur,26,0.356,0.1,0.533,7.2,2.3,1,1.1,shakumu01,2011,1970,-0.5,2010-11,2013-14,26-29,25,0,6.8,0.8,2.5,0.8,2,0,0.4,0.4,0.7,0.3,0.6,0.9,1.2,0.2,0.1,0.8,0.7,2.1,0.339,0.392,0.091,0.529,0.374,0.347,G,OKCWAS,77,112,-0.5,0.1,-0.127,-5.2,-2.2,-7.4,-0.2,5.8,4.5,10.4,7.4,26.2,1.5,1.3,22.4,23.3
Garret Siler,24,0.548,0,0.5,4.8,2.1,1.3,0.1,silerga01,2011,1486,0.1,2010-11,2010-11,24-24,21,0,4.8,0.8,1.5,0.8,1.5,0,0,0.5,1,0.8,0.6,1.3,0.1,0,0.2,0.5,1,2.1,0.548,0.548,,0.5,0.553,0.548,C,PHO,103,111,0.1,0.1,0.054,-3.5,-2.3,-5.8,-0.1,13.5,18.3,13.7,16,4.7,0.5,2.9,19.7,22.6
Ish Smith,22,0.374,0.3,0.571,10.3,2.3,1.1,1.8,smithis01,2011,484,14.2,2010-11,2022-23,22-34,753,167,19.5,3.2,7.3,2.8,6.1,0.4,1.2,0.7,1,0.4,2.1,2.4,3.8,0.7,0.3,1.2,1.3,7.4,0.43,0.452,0.325,0.676,0.475,0.458,G,CHODENDETGSWHOUMEMMILNOPOKCORLPHIPHOWAS,101,111,2.1,12.1,0.047,-1.3,-0.2,-1.5,1.8,13.2,2,12,6.9,30.4,1.8,1.1,13.8,20.1
Tiago Splitter,26,0.529,0,0.543,12.3,4.6,3.4,0.4,splitti01,2011,306,25.3,2010-11,2016-17,26-32,355,153,19.2,3,5.4,3,5.4,0,0,1.9,2.7,1.6,3.4,5,1.2,0.6,0.6,1.1,1.9,7.9,0.555,0.558,0.143,0.697,0.598,0.556,F-C,ATLPHISAS,116,101,14.4,10.9,0.178,0.1,1,1.1,5.4,17.9,10,19.5,14.9,9.5,1.5,2.2,14,18.3
Lance Stephenson,20,0.333,0,0.786,9.6,3.1,1.5,1.8,stephla01,2011,425,17.5,2010-11,2021-22,20-31,554,200,22.9,3.4,7.7,2.7,5.5,0.7,2.1,1.1,1.5,0.6,3.4,4.1,2.9,0.6,0.1,1.6,2,8.6,0.445,0.496,0.314,0.694,0.513,0.489,G-F,ATLCHOINDLACLALMEMMINNOP,100,106,1.5,16,0.066,-1.6,0.3,-1.3,2.3,12.2,3.1,16.5,9.9,20.3,1.4,0.5,16.4,19.5
Pape Sy,22,0.333,0,1,7,2.3,1,0.7,sypa01,2011,1697,0,2010-11,2010-11,22-22,3,0,7,0.7,2,0.7,1.7,0,0.3,1,1,0.7,0.3,1,0.7,0.3,0,1,0.3,2.3,0.333,0.4,0,1,0.478,0.333,F,ATL,86,108,0,0,-0.047,-3.5,-2.5,-6,0,9.2,11.6,5.7,8.6,14.5,2.6,0,29.1,23.3
Evan Turner,22,0.425,0.318,0.808,23,7.2,3.9,2,turneev01,2011,378,20.2,2010-11,2019-20,22-31,705,295,26.9,3.9,9,3.5,7.7,0.4,1.3,1.5,1.9,0.6,4.1,4.6,3.5,0.8,0.3,1.8,2,9.7,0.434,0.458,0.294,0.782,0.493,0.455,G,ATLBOSINDPHIPOR,98,107,-0.5,20.7,0.051,-2.1,0.2,-1.9,0.5,11.9,2.2,17,9.5,19.8,1.4,0.8,15.5,19.1
Ekpe Udoh,23,0.437,0,0.656,17.8,4.1,3.1,0.7,udohek01,2011,585,10.4,2010-11,2018-19,23-31,384,56,14.8,1.4,3,1.4,3,0,0,0.8,1.1,1.2,1.7,2.9,0.7,0.5,1.1,0.6,1.9,3.5,0.453,0.455,0,0.718,0.506,0.453,C-F,GSWLACMILUTA,107,105,3.9,6.6,0.088,-3,1.6,-1.4,0.8,12,8.8,12.8,10.8,6.5,1.6,5.9,14.2,12.2
Ben Uzoh,22,0.424,0.375,0.589,10.4,3.8,1.5,1.6,uzohbe01,2011,1207,0.7,2010-11,2011-12,22-23,60,8,13.5,1.6,4.1,1.6,3.9,0.1,0.2,0.7,1.3,0.8,1.3,2.1,2.2,0.5,0.2,0.7,1,4,0.395,0.397,0.333,0.587,0.433,0.401,G,CLENJNTOR,98,108,0,0.7,0.044,-1.2,0.3,-0.8,0.3,13,7,11.6,9.3,26.7,2,1.1,13.8,18.5
Greivis V?squez,24,0.408,0.291,0.773,12.3,3.6,1,2.2,vasqugr01,2011,532,12.6,2010-11,2016-17,24-30,401,157,23.7,3.4,8.2,2.4,5.3,1,2.9,1.1,1.3,0.3,2.2,2.5,4.8,0.6,0.1,1.9,1.9,9,0.418,0.456,0.349,0.817,0.509,0.48,G,BRKMEMMILNOHSACTOR,104,110,7.8,4.8,0.064,0.3,-1.5,-1.2,1.8,13.7,1.5,11.1,6.3,33.5,1.3,0.3,17.6,20.6
John Wall,20,0.409,0.296,0.766,37.8,16.4,4.6,8.3,walljo01,2011,142,44.5,2010-11,2022-23,20-32,647,604,34.9,6.8,15.7,5.8,12.6,1,3.1,4.2,5.4,0.6,3.6,4.2,8.9,1.6,0.7,3.7,2.2,18.7,0.43,0.457,0.322,0.776,0.517,0.462,G,HOULACWAS,104,107,20.1,24.4,0.095,2.3,-0.1,2.2,24.1,19,1.8,11.8,6.7,41.8,2.3,1.6,17.1,27.6
Willie Warren,21,0.371,0.333,0.75,7.1,1.9,0.6,1.4,warrewi01,2011,1440,0.2,2010-11,2010-11,21-21,19,0,7.1,0.7,1.8,0.4,1.1,0.3,0.8,0.3,0.4,0.1,0.6,0.6,1.4,0.3,0,0.4,0.8,1.9,0.371,0.4,0.333,0.75,0.48,0.443,G,LAC,105,110,0.1,0.1,0.065,-2.4,-0.3,-2.7,0,10.8,0.9,9.5,5.2,30.4,2.3,0,17.2,15.5
Hassan Whiteside,21,0,0,0,2,0,0,0,whiteha01,2011,107,52,2010-11,2021-22,21-32,511,332,24.7,5.3,9,5.2,8.9,0,0.1,2.1,3.5,3.1,7.7,10.8,0.6,0.5,2.2,1.5,2.6,12.6,0.586,0.588,0.308,0.605,0.602,0.587,C,MIAPORSACUTA,116,101,26,26,0.197,1.4,1.1,2.5,14.5,23.9,14.2,33.9,24.1,4.2,1.1,7.5,12.4,21.4
