Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,-9999,Rook_Year,WS_Rk,WS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Austin Daye,21,0.464,0.305,0.821,13.3,5.1,2.5,0.5,dayeau01,2010,831,4.5,2009-10,2014-15,21-26,293,29,14.1,1.9,4.8,1.3,3,0.6,1.8,0.7,0.9,0.5,2.1,2.6,0.7,0.4,0.4,0.7,1.6,5.2,0.402,0.433,0.351,0.778,0.5,0.469,F,ATLDETMEMSASTOR,99,107,0.6,3.9,0.053,-1.9,-0.1,-2,0,11.6,4,18.6,11.1,8.3,1.5,2.3,11.8,19.3
DeMar DeRozan,20,0.498,0.25,0.763,21.6,8.6,2.9,0.7,derozde01,2010,34,90.6,2009-10,2022-23,20-33,1018,1006,34.4,7.5,16.1,7.1,14.6,0.4,1.5,5.5,6.5,0.7,3.7,4.4,4,1,0.3,2.1,2.3,21,0.468,0.486,0.29,0.839,0.552,0.481,G-F,CHISASTOR,112,111,65.3,25.3,0.124,1.5,-0.7,0.8,24.7,19,2.4,12.2,7.3,19.4,1.4,0.7,9.9,27.5
Toney Douglas,23,0.458,0.389,0.809,19.4,8.6,1.9,2,douglto01,2010,545,12.1,2009-10,2016-17,23-30,394,65,19.1,2.8,6.9,1.6,3.7,1.1,3.2,1,1.2,0.5,1.7,2.2,2.3,0.9,0.1,1,2,7.6,0.404,0.448,0.354,0.824,0.517,0.486,G,GSWHOUMEMMIANOPNYKSAC,105,109,6.4,5.7,0.077,-0.8,0,-0.8,2.2,13.2,3.2,10.2,6.7,18.5,2.4,0.3,12.4,19.7
Wayne Ellington,22,0.424,0.395,0.871,18.2,6.6,2.1,1,ellinwa01,2010,359,21.1,2009-10,2021-22,22-34,770,206,20.9,2.9,7.1,1.3,2.9,1.6,4.1,0.7,0.8,0.3,1.8,2.1,1.1,0.5,0.1,0.7,1.1,8,0.41,0.45,0.382,0.843,0.542,0.522,G,BRKCLEDALDETLALMEMMIAMINNYK,108,112,13,8.2,0.063,-0.5,-0.9,-1.5,2.1,11.1,1.6,9.9,5.7,8.2,1.3,0.3,8.2,17
Tyreke Evans,20,0.458,0.255,0.748,37.2,20.1,5.3,5.8,evansty01,2010,265,28.4,2009-10,2018-19,20-29,594,426,30.7,5.9,13.4,5.1,10.8,0.8,2.6,3.1,4.1,0.8,3.7,4.6,4.8,1.2,0.4,2.5,2.2,15.7,0.44,0.468,0.323,0.757,0.517,0.471,G-F,INDMEMNOPSAC,104,109,15,13.4,0.075,1.1,-0.3,0.8,13.1,17.1,3.1,14,8.5,26.3,2,1,14.1,25.6
Jonny Flynn,20,0.417,0.358,0.826,28.9,13.5,2.4,4.4,flynnjo01,2010,2006,-1.1,2009-10,2011-12,20-22,163,90,22.9,3.4,8.5,2.7,6.3,0.7,2.1,1.7,2.2,0.3,1.6,1.9,3.9,0.7,0,2.3,1.1,9.2,0.4,0.42,0.338,0.809,0.49,0.442,G,HOUMINPOR,94,114,-2.1,1,-0.015,-1.7,-2.4,-4,-1.9,11.3,1.3,8.1,4.6,26.7,1.6,0.1,19.9,22.3
Sundiata Gaines,23,0.463,0.269,0.5,6.8,3.3,0.9,1.2,gainesu01,2010,1083,1.4,2009-10,2011-12,23-25,113,12,11.6,1.6,4.1,1.2,2.8,0.4,1.3,0.9,1.6,0.4,1.1,1.5,1.8,0.7,0,0.8,0.9,4.5,0.397,0.442,0.301,0.562,0.474,0.445,G,MINNJNTORUTA,99,107,0.3,1.1,0.052,-0.9,0.5,-0.3,0.6,14.5,4,11.7,7.8,26.4,3.3,0.2,14.8,21.8
Alonzo Gee,22,0.475,0.778,0.621,16.5,7.4,3,0.6,geeal01,2010,604,9.7,2009-10,2016-17,22-29,417,213,21.8,2.4,5.5,2,4.2,0.4,1.4,1.4,1.8,0.9,2.3,3.3,1.1,0.9,0.2,1.1,1.9,6.6,0.434,0.469,0.325,0.754,0.522,0.474,G,CLEDENNOPPORSASWAS,102,109,3.8,5.9,0.051,-2.3,0.1,-2.2,-0.4,10.7,4.7,12.6,8.5,7.6,2.1,0.9,14.5,15.2
Taj Gibson,24,0.494,0,0.646,26.9,9,7.5,0.9,gibsota01,2010,84,59.6,2009-10,2022-23,24-37,938,449,23.9,3.6,7,3.6,6.8,0.1,0.2,1.5,2,2.2,3.7,5.9,1,0.6,1,1.1,2.5,8.8,0.518,0.526,0.253,0.712,0.554,0.522,F-C,CHIMINNYKOKCWAS,112,105,28.9,30.7,0.128,-1.1,0.4,-0.8,7,15.3,10.3,17.2,13.8,6.4,1.2,3.3,12,16.8
Trey Gilder,25,1,0,0,2.5,1,0.5,0,gildetr01,2010,1582,0,2009-10,2009-10,25-25,2,0,2.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,1,1,1,,,1,1,F,MEM,200,91,0,0,0.336,7.6,13.6,21.2,0,30.9,0,23.4,11.7,0,10.3,0,0,8.8
Danny Green,22,0.385,0.273,0.667,5.8,2,0.9,0.3,greenda02,2010,119,49.1,2009-10,2022-23,22-35,826,709,25.2,3.1,7.3,1.2,2.5,1.9,4.8,0.6,0.8,0.6,2.8,3.4,1.5,1,0.8,1,1.8,8.7,0.421,0.46,0.4,0.805,0.568,0.551,G-F,CLELALMEMPHISASTOR,109,104,16.9,32.2,0.113,0.3,1.5,1.9,20.2,12.6,2.7,12.2,7.6,8.6,2,2.4,11.5,15.3
Taylor Griffin,23,0.4,0,0.5,4,1.3,0.3,0.1,griffta01,2010,1713,0,2009-10,2009-10,23-23,8,0,4,0.5,1.3,0.5,1,0,0.3,0.3,0.5,0,0.3,0.3,0.1,0,0.3,0.1,0.5,1.3,0.4,0.5,0,0.5,0.425,0.4,F,PHO,87,113,0,0,-0.039,-6.2,-1.9,-8.1,-0.1,5.2,0,6.7,3.5,4.3,0,4.4,7.8,17.6
Tyler Hansbrough,24,0.36,0,0.743,17.6,8.5,4.8,1,hansbty01,2010,376,20.2,2009-10,2015-16,24-30,428,50,16.9,2.2,5,2.2,5,0,0.1,2.3,3.1,1.7,2.5,4.2,0.4,0.5,0.2,0.7,2,6.7,0.439,0.442,0.136,0.738,0.525,0.44,F,CHOINDTOR,111,105,11.4,8.8,0.134,-1.2,-0.8,-2,0,14.8,11.7,16.5,14.1,4.1,1.5,1,10.4,19
James Harden,20,0.403,0.375,0.808,22.9,9.9,3.2,1.8,hardeja01,2010,4,157.6,2009-10,2022-23,20-33,992,778,34.7,7.3,16.5,4.5,8.9,2.8,7.6,7.4,8.6,0.8,4.9,5.7,7,1.5,0.5,3.7,2.6,24.8,0.442,0.51,0.363,0.86,0.61,0.526,G,BRKHOUOKCPHI,119,107,117.8,39.7,0.219,5.8,0.9,6.7,75.8,24.4,2.5,15.4,9,34,2.2,1.3,15.6,30.1
Gerald Henderson,22,0.356,0.211,0.745,8.3,2.6,1.3,0.3,hendege02,2010,411,18.3,2009-10,2016-17,22-29,535,333,25.9,4.2,9.6,3.7,8.1,0.5,1.4,2.3,2.9,0.6,2.6,3.2,1.9,0.7,0.3,1.2,1.7,11.2,0.44,0.46,0.327,0.793,0.516,0.464,G,CHACHOPHIPOR,103,109,8.7,9.6,0.063,-1.2,-0.6,-1.8,0.6,13.4,2.5,11.6,7,12.8,1.3,1,9.9,21.1
Jordan Hill,22,0.493,0,0.676,13.3,5.2,3.7,0.4,hilljo01,2010,443,16.4,2009-10,2016-17,22-29,409,120,18.8,3.3,6.7,3.3,6.6,0,0.1,1.3,1.8,2.1,3.7,5.8,0.8,0.4,0.7,1,2.1,7.9,0.497,0.499,0.136,0.699,0.529,0.497,C-F,HOUINDLALMINNYK,107,107,8.7,7.7,0.102,-1,-1,-2,0,16.3,12.5,21.9,17.1,7,1,2.6,12.2,20
Jrue Holiday,19,0.442,0.39,0.756,24.2,8,2.6,3.8,holidjr01,2010,74,62.2,2009-10,2022-23,19-32,895,814,33.1,6.5,14,5,10,1.5,4,2,2.6,0.9,3.2,4.1,6.5,1.5,0.5,2.7,2.2,16.4,0.461,0.5,0.365,0.782,0.542,0.513,G,MILNOPPHI,108,109,32.1,30.1,0.101,1.5,0.1,1.6,27,17.4,3,10.3,6.7,30.7,2.2,1.2,15.2,23.6
Lester Hudson,25,0.396,0.313,0.846,5.2,2.3,0.7,0.5,hudsole01,2010,1423,0.2,2009-10,2014-15,25-30,57,0,10.4,1.7,4.4,1.2,2.7,0.5,1.8,0.9,1.1,0.3,1.1,1.4,1.2,0.6,0.1,1,0.9,4.7,0.375,0.441,0.277,0.806,0.478,0.431,G,BOSCLELACMEMWAS,93,107,-0.3,0.5,0.016,-1.8,-0.3,-2.1,0,13,3.1,12,7.5,20.4,2.8,1,16.7,25.4
Chris Hunter,25,0.502,0,0.754,13.1,4.5,2.8,0.6,huntech01,2010,1106,1.3,2009-10,2009-10,25-25,60,9,13.1,1.8,3.6,1.8,3.6,0,0.1,0.9,1.2,0.9,1.9,2.8,0.6,0.2,0.6,0.5,2.2,4.5,0.502,0.512,0,0.754,0.546,0.502,F,GSW,111,112,0.9,0.4,0.08,-3.1,-1,-4.1,-0.4,12.2,7.9,16,11.9,6.7,0.8,3.2,10.8,15.2
Serge Ibaka,20,0.543,0.5,0.63,18.1,6.3,5.4,0.1,ibakase01,2010,52,73,2009-10,2022-23,20-33,919,697,27.3,5,9.7,4.3,7.8,0.7,1.9,1.4,1.8,2.1,5,7.1,0.8,0.4,1.9,1.3,2.7,12,0.513,0.55,0.359,0.757,0.571,0.548,F-C,LACMILOKCORLTOR,112,104,35.7,37.3,0.139,0.1,0.4,0.5,15.7,17.1,8.8,19.8,14.4,4.7,0.7,5.5,11,19
Cedric Jackson,23,0.3,0.167,0.583,6.2,1.7,0.7,1.2,jacksce01,2010,1888,-0.2,2009-10,2009-10,23-23,12,0,6.2,0.5,1.7,0.4,1.2,0.1,0.5,0.6,1,0.2,0.5,0.7,1.2,0.3,0.2,0.9,0.6,1.7,0.3,0.357,0.167,0.583,0.396,0.325,G,CLESASWAS,76,107,-0.3,0.1,-0.111,-6.2,-0.6,-6.8,-0.1,5.5,3.1,9.4,6.3,27.1,2.1,1.9,30.3,22.4
Othyus Jeffers,24,0.414,0,0.684,5.2,2.6,1.4,0.1,jeffeot01,2010,1180,0.8,2009-10,2013-14,24-28,37,2,11.9,1.2,2.7,1.2,2.5,0,0.2,1.2,1.9,0.9,1.6,2.6,0.6,0.6,0,0.6,1.2,3.8,0.46,0.479,0.167,0.667,0.533,0.465,G,MINSASUTAWAS,108,108,0.4,0.4,0.091,-2.1,-0.2,-2.3,0,12.7,8.7,16.1,12.3,7.4,2.4,0,13.9,15.2
Brandon Jennings,20,0.371,0.374,0.817,32.6,15.5,3.4,5.7,jennibr01,2010,251,29.9,2009-10,2017-18,20-28,555,429,30.3,5,12.8,3.3,8,1.6,4.8,2.5,3.1,0.6,2.4,3,5.7,1.2,0.2,2.2,1.8,14.1,0.387,0.412,0.345,0.796,0.496,0.452,G,DETMILNYKORLWAS,104,108,15.2,14.7,0.085,1.3,-0.5,0.8,11.8,15.7,2.1,9.1,5.5,30.2,2.1,0.5,13.3,23.9
Jonas Jerebko,22,0.481,0.313,0.71,27.9,9.3,6,0.7,jerebjo01,2010,297,25.8,2009-10,2018-19,22-31,635,119,17.8,2.3,5,1.7,3.3,0.6,1.7,0.9,1.2,1.2,2.8,4,0.8,0.5,0.2,0.7,1.9,6.2,0.457,0.507,0.363,0.77,0.554,0.52,F,BOSDETGSWUTA,112,108,14.7,11,0.109,-0.8,-0.2,-1,2.9,13.2,7.5,17.9,12.6,6.9,1.5,1.1,11,15.7
James Johnson,22,0.452,0.326,0.729,11.6,3.9,2,0.7,johnsja01,2010,276,27.5,2009-10,2022-23,22-35,761,243,20.3,3,6.4,2.5,4.7,0.5,1.7,1.1,1.6,0.8,2.8,3.5,2.1,0.8,0.9,1.4,2.3,7.6,0.474,0.534,0.302,0.679,0.539,0.513,F,BRKCHIDALINDMEMMIAMINNOPSACTOR,104,106,7.5,20,0.086,-1,1.4,0.4,9.4,13.9,4.4,15.3,9.8,15.9,1.9,3.5,16.1,18.6
Oliver Lafayette,25,0.5,0.5,0,22,7,4,2,lafayol01,2010,1559,0,2009-10,2009-10,25-25,1,0,22,3,6,2,4,1,2,0,0,1,3,4,2,0,0,1,0,7,0.5,0.5,0.5,,0.583,0.583,G,BOS,112,109,0,0,0.098,1.4,-3.2,-1.9,0,12.8,5.7,16.3,11.1,14.4,0,0,14.3,14.9
Marcus Landry,24,0.372,0.321,0.6,6.2,2.4,1.1,0,landrma01,2010,1798,-0.1,2009-10,2009-10,24-24,18,0,6.2,0.9,2.4,0.4,0.8,0.5,1.6,0.2,0.3,0.3,0.8,1.1,0,0.1,0.1,0.3,0.8,2.4,0.372,0.467,0.321,0.6,0.487,0.477,F,BOSNYK,90,113,-0.1,0,-0.034,-4,-3.5,-7.5,-0.1,7.2,5,14.6,9.7,0,0.5,1.3,11.7,20.9
Ty Lawson,22,0.515,0.41,0.757,20.3,8.3,1.9,3.1,lawsoty01,2010,160,42.1,2009-10,2016-17,22-29,551,344,29.2,4.5,9.8,3.7,7.5,0.9,2.4,2.7,3.6,0.6,2.1,2.7,6,1.2,0.1,2.1,1.6,12.7,0.46,0.493,0.359,0.77,0.555,0.504,G,DENHOUINDSAC,113,110,32.6,9.5,0.126,2,-0.6,1.4,13.6,17.2,2.5,8,5.3,32.2,2,0.3,15.6,20.3
Wesley Matthews,23,0.483,0.382,0.829,24.7,9.4,2.3,1.5,matthwe02,2010,98,54.7,2009-10,2022-23,23-36,937,753,29.8,4,9.6,2.1,4.4,1.9,5.1,1.8,2.2,0.5,2.3,2.9,1.9,1,0.2,1.1,2.1,11.8,0.42,0.469,0.376,0.824,0.559,0.52,G,DALINDLALMILNYKPORUTA,110,110,31.7,23,0.094,-0.3,0.2,-0.2,12.8,12.4,1.9,8.8,5.4,10,1.7,0.6,9.7,17.6
Eric Maynor,22,0.418,0.31,0.722,15.7,4.7,1.6,3.3,maynoer01,2010,911,3.3,2009-10,2013-14,22-26,267,2,14.6,1.6,4.2,1.2,3,0.4,1.2,0.6,0.8,0.3,1.1,1.3,2.8,0.4,0.1,1.1,1.1,4.3,0.392,0.409,0.35,0.721,0.47,0.442,G,OKCPHIPORUTAWAS,99,110,0.5,2.8,0.041,-1.7,-1.2,-2.9,-0.8,10.6,2.1,8.2,5.2,29.5,1.5,0.4,18.8,17.3
Jodie Meeks,22,0.388,0.318,0.795,12,4.7,1.7,0.7,meeksjo01,2010,319,24.3,2009-10,2018-19,22-31,539,204,22.5,3.1,7.4,1.7,3.5,1.4,3.9,1.6,1.9,0.3,1.8,2.1,1.1,0.8,0.1,0.8,1.2,9.3,0.42,0.471,0.373,0.879,0.565,0.517,G,DETLALMILORLPHITORWAS,111,109,15.4,8.9,0.096,-0.3,-0.3,-0.6,4.2,12.8,1.4,9,5.1,7.4,1.7,0.2,8.5,17.8
Patty Mills,21,0.417,0.5,0.571,3.8,2.6,0.2,0.5,millspa02,2010,206,35.8,2009-10,2022-23,21-34,858,106,20.4,3.2,7.6,1.5,3.1,1.7,4.5,0.8,1,0.3,1.4,1.7,2.3,0.6,0.1,1,1.3,9,0.426,0.479,0.389,0.856,0.564,0.541,G,BRKPORSAS,111,111,20.5,15.3,0.098,0.5,-0.5,0,9,13.6,1.7,7.4,4.6,16.5,1.6,0.4,10.7,19.6
Byron Mullens,20,0.368,0,0,4.2,1.1,0.8,0.1,mulleby01,2010,1242,0.6,2009-10,2013-14,20-24,189,66,18.2,2.9,7.2,2.4,5.4,0.6,1.8,0.9,1.3,1.1,3.1,4.2,0.8,0.4,0.5,1,1.8,7.4,0.408,0.438,0.319,0.706,0.474,0.448,C-F,CHALACOKCPHI,94,109,-1.4,1.9,0.008,-2.2,-1.9,-4,-1.8,12.2,6.4,20.1,13.1,8.1,1.1,2.2,11.3,21.9
A.J. Price,23,0.41,0.345,0.8,15.4,7.3,1.6,1.9,priceaj01,2010,817,4.7,2009-10,2014-15,23-28,261,25,15.1,2.1,5.5,1.3,2.9,0.8,2.6,0.8,1.1,0.3,1.2,1.4,2.2,0.5,0,0.9,0.9,5.8,0.38,0.439,0.316,0.742,0.486,0.456,G,CLEINDMINPHOWAS,100,108,1.2,3.5,0.058,-0.6,-0.6,-1.3,0.7,12.2,1.9,8.7,5.3,23.6,1.6,0.2,12.8,20.5
DaJuan Summers,22,0.354,0.357,0.711,9.2,3,1,0.4,summeda01,2010,1857,-0.1,2009-10,2012-13,22-25,83,7,9.9,1.2,3.2,0.9,2.3,0.3,1,0.5,0.8,0.3,0.7,1,0.3,0.2,0.1,0.4,1.3,3.3,0.384,0.392,0.367,0.642,0.467,0.438,F,DETLACNOH,94,113,-0.4,0.3,-0.008,-3.9,-1.9,-5.8,-0.8,7.1,3.4,8.9,6,5.7,1.2,0.8,11.1,19
Jermaine Taylor,23,0.378,0.227,0.717,9.8,4.1,1.5,0.5,tayloje02,2010,1395,0.2,2009-10,2010-11,23-24,65,12,12.1,2.1,4.8,1.8,3.8,0.3,1,0.8,1.1,0.7,0.9,1.7,0.7,0.4,0.1,1,0.8,5.4,0.441,0.484,0.284,0.73,0.505,0.471,G,HOUSAC,96,111,-0.3,0.5,0.014,-1.6,-2.1,-3.7,-0.3,11.9,6.6,9.1,7.8,10.1,1.5,0.7,15.8,23
Jeff Teague,21,0.396,0.219,0.837,10.1,3.2,0.9,1.7,teaguje01,2010,103,52.4,2009-10,2020-21,21-32,826,600,26.8,4.3,9.7,3.4,7.3,0.9,2.4,2.7,3.2,0.3,2.1,2.4,5.6,1.1,0.3,2.2,1.9,12.2,0.444,0.472,0.36,0.844,0.549,0.489,G,ATLBOSINDMILMIN,109,108,31.4,21,0.113,0.8,-0.3,0.6,14.3,16.8,1.4,8.7,5.1,32.3,2.1,1,16.4,22.2
Garrett Temple,23,0.436,0.351,0.7,12.4,5,1.1,0.8,templga01,2010,444,16.4,2009-10,2022-23,23-36,711,288,21,2.2,5.6,1.2,2.7,1,2.9,0.8,1.1,0.4,1.9,2.3,1.7,0.8,0.3,0.9,1.8,6.2,0.401,0.462,0.344,0.74,0.518,0.49,G,BRKCHACHIHOULACMEMMILNOPSACSASWAS,102,110,2.1,14.3,0.053,-2.7,0.6,-2.1,-0.4,9.4,2.2,10.1,6.1,11.5,1.9,1.4,13.1,14.6
Hasheem Thabeet,22,0.588,0,0.581,13,3.1,3.6,0.2,thabeha01,2010,808,4.8,2009-10,2013-14,22-26,224,20,10.5,0.8,1.4,0.8,1.4,0,0,0.5,0.9,0.9,1.8,2.7,0.1,0.3,0.8,0.5,2,2.2,0.567,0.567,,0.578,0.587,0.567,C,HOUMEMOKCPOR,106,103,1.3,3.6,0.099,-4.4,1.7,-2.7,-0.4,10.3,10.3,18.9,14.7,1.6,1.3,6,23,10.1
Marcus Thornton,22,0.451,0.374,0.814,25.6,14.5,2.9,1.6,thornma01,2010,384,20,2009-10,2016-17,22-29,483,135,23.4,4.4,10.4,2.9,6.1,1.5,4.2,1.6,1.9,0.8,1.9,2.8,1.4,0.8,0.1,1,1.5,11.9,0.425,0.471,0.358,0.83,0.531,0.498,G,BOSBRKHOUNOHPHOSACWAS,108,111,14.5,5.5,0.085,1.4,-1.2,0.2,6.2,15.5,4,9.7,6.8,10.1,1.8,0.4,8.3,23.2
Reggie Williams,23,0.495,0.359,0.839,32.6,15.2,4.6,2.8,willire02,2010,725,6.4,2009-10,2016-17,23-30,206,32,18.1,2.9,6.4,1.9,3.7,1,2.6,1,1.3,0.5,1.9,2.4,1.5,0.4,0.1,0.7,1.2,7.8,0.456,0.521,0.365,0.75,0.558,0.532,F,CHAGSWNOPOKCSAS,112,113,5.6,0.8,0.082,0.8,-1.8,-1,1,14.3,3.1,12,7.5,13,1.2,0.3,9,18.7
Terrence Williams,22,0.401,0.31,0.715,22.6,8.4,4.5,2.9,willite01,2010,1915,-0.2,2009-10,2012-13,22-25,153,9,19.1,2.9,6.9,2.5,5.7,0.4,1.2,1,1.5,0.4,3.1,3.6,2.4,0.5,0.1,1.5,1.3,7.1,0.412,0.432,0.317,0.659,0.466,0.439,F,BOSHOUNJNSAC,92,109,-2.5,2.3,-0.004,-2.1,-0.7,-2.8,-0.6,11.5,2.5,19.5,10.7,21.5,1.5,0.5,16,21.6
Sam Young,24,0.451,0.196,0.777,16.5,7.4,2.5,0.7,youngsa01,2010,783,5.2,2009-10,2012-13,24-27,249,52,15.9,2.2,5.1,2.1,4.4,0.2,0.7,1.1,1.4,0.7,1.6,2.3,0.7,0.5,0.2,0.8,1.2,5.8,0.442,0.468,0.28,0.742,0.504,0.462,F,INDMEMPHI,101,107,1.1,4.1,0.063,-2,-0.1,-2.1,-0.1,11.5,4.8,12,8.4,7,1.8,1.1,12.5,18.4
Jeff Adrien,24,0.426,0,0.579,8.5,2.5,2.5,0.4,adrieje01,2011,844,4.4,2010-11,2014-15,24-28,153,17,14,1.7,3.6,1.7,3.6,0,0,1.2,1.9,1.4,2.9,4.3,0.7,0.3,0.5,0.6,1.7,4.6,0.474,0.476,0,0.628,0.518,0.474,F,CHAGSWHOUMILMIN,109,108,2.5,1.9,0.098,-1.3,-0.9,-2.2,-0.1,15,11.5,23.9,17.5,7.5,1.2,2.9,11.7,16.3
Solomon Alabi,22,0.2,0,0,4.9,0.5,1.2,0.2,alabiso01,2011,1580,0,2010-11,2011-12,22-23,26,0,7,0.6,2,0.6,2,0,0,0.3,0.4,0.8,1.5,2.3,0.2,0.2,0.4,0.3,0.6,1.5,0.314,0.314,,0.7,0.352,0.314,C,TOR,85,103,-0.2,0.3,0.01,-3.9,-0.5,-4.4,-0.1,10.3,14.3,25.2,19.8,4.2,1.2,4.9,12.6,16.3
Cole Aldrich,22,0.533,0,0.5,7.9,1,1.9,0.2,aldrico01,2011,609,9.6,2010-11,2017-18,22-29,339,23,10,1.3,2.4,1.3,2.4,0,0,0.5,0.7,1,2.4,3.3,0.5,0.4,0.7,0.6,1.5,3.1,0.527,0.527,,0.738,0.563,0.527,C,HOULACMINNYKOKCSAC,109,101,3.8,5.8,0.135,-1.6,1.7,0.1,1.8,16.6,11.2,27,19,8.6,2.1,5.6,17.6,15.2
Al-Farouq Aminu,20,0.394,0.315,0.773,17.9,5.6,3.3,0.7,aminual01,2011,274,27.6,2010-11,2020-21,20-30,711,445,24.9,2.7,6.5,2,4.2,0.8,2.3,1.3,1.7,1.4,4.6,6,1.2,1,0.6,1.2,1.8,7.5,0.42,0.467,0.332,0.746,0.517,0.478,F,CHIDALLACNOHNOPORLPOR,103,106,6.8,20.7,0.075,-1.2,0.7,-0.6,6.5,12.2,6.2,20.9,13.6,7.3,2,1.8,14.3,15.2
James Anderson,21,0.383,0.391,0.778,11,3.6,0.9,0.7,anderja01,2011,910,3.3,2010-11,2015-16,21-26,247,83,17.5,2.1,5.2,1.3,2.7,0.8,2.5,0.7,0.9,0.4,1.8,2.3,1.2,0.5,0.2,0.9,1.2,5.8,0.411,0.495,0.321,0.755,0.516,0.488,G-F,HOUPHISACSAS,100,110,0.9,2.4,0.037,-1.9,-0.8,-2.7,-0.8,9.9,2.7,11.7,7.1,10,1.4,1,13.5,16
?mer A??k,24,0.553,0,0.503,12.1,2.8,3.7,0.4,asikom01,2011,363,20.9,2010-11,2017-18,24-31,471,262,19.6,2,3.8,2,3.8,0,0,1.2,2.3,2.2,4.9,7.1,0.6,0.4,0.7,1.2,2,5.3,0.528,0.528,0,0.551,0.548,0.528,C,CHIHOUNOP,106,103,7.2,13.6,0.109,-1.9,0,-1.9,0.1,13.4,12.8,28.1,20.5,4.5,0.9,2.8,19.3,13.6
Luke Babbitt,21,0.273,0.188,0.333,5.7,1.5,1.3,0.3,babbilu01,2011,691,7.2,2010-11,2017-18,21-28,381,107,14,1.7,4.2,0.7,1.6,1,2.6,0.3,0.4,0.3,1.9,2.2,0.6,0.2,0.2,0.4,1.4,4.8,0.408,0.417,0.402,0.747,0.546,0.532,F,ATLMIANOPPOR,107,110,3.9,3.3,0.065,-1.2,-1,-2.1,-0.1,10.1,2.3,15.9,9,6.4,0.9,0.9,9,15.5
Eric Bledsoe,21,0.424,0.276,0.744,22.7,6.7,2.8,3.6,bledser01,2011,134,46.1,2010-11,2021-22,21-32,756,568,27.8,4.9,10.8,3.8,7.4,1.1,3.4,2.8,3.6,0.8,3.1,3.9,4.7,1.4,0.5,2.5,2,13.7,0.452,0.504,0.336,0.784,0.553,0.504,G,LACMILNOPPHO,107,108,22.2,23.9,0.105,1,0.6,1.6,18.8,17,3,12.2,7.7,26,2.4,1.4,16.8,23.2
Trevor Booker,23,0.549,0,0.673,16.4,5.3,3.9,0.5,booketr01,2011,286,26.2,2010-11,2017-18,23-30,532,162,20.4,2.9,5.6,2.8,5.2,0.1,0.5,1,1.5,1.9,3.6,5.5,1.1,0.7,0.5,1,2,6.9,0.515,0.534,0.305,0.636,0.548,0.528,F,BRKINDPHIUTAWAS,110,105,12.6,13.6,0.116,-0.7,0.3,-0.5,4.2,15,10.6,19.6,15.1,8.4,1.7,2,13.9,16
Craig Brackins,23,0.25,0,0,11,2.7,1.3,0.3,brackcr01,2011,1918,-0.2,2010-11,2011-12,23-24,17,1,7.1,0.8,2.9,0.6,2.1,0.2,0.8,0.1,0.1,0.4,0.7,1.1,0.5,0.1,0.1,0.2,0.5,1.8,0.265,0.286,0.214,0.5,0.301,0.296,F,PHI,74,106,-0.3,0.1,-0.089,-6.8,-3.1,-9.9,-0.2,3.1,6.5,11.1,8.8,11.1,0.4,0.6,7.4,20.8
Avery Bradley,20,0.343,0,0.5,5.2,1.7,0.5,0.4,bradlav01,2011,431,17.2,2010-11,2021-22,20-31,660,544,27.5,4.4,10.2,3.1,6.6,1.3,3.6,0.9,1.1,0.6,2.2,2.8,1.7,1,0.2,1.3,2.2,11,0.434,0.471,0.365,0.783,0.516,0.498,G,BOSDETHOULACLALMEMMIA,99,109,0.3,16.9,0.045,-2.1,-0.3,-2.4,-1.8,10.7,2.4,8.9,5.7,9.6,1.8,0.6,11,19.3
Derrick Caracter,22,0.485,0,0.739,5.2,2,1,0.2,caracde01,2011,1382,0.3,2010-11,2010-11,22-22,41,0,5.2,0.8,1.6,0.8,1.6,0,0,0.4,0.6,0.5,0.6,1,0.2,0.1,0.2,0.5,1.1,2,0.485,0.485,,0.739,0.532,0.485,F,LAL,98,105,0,0.3,0.057,-6.6,-0.5,-7.1,-0.3,10,10.3,12.2,11.3,5.1,1,3.5,20,20.2
Sherron Collins,23,0.28,0.2,1,3.3,0.9,0.3,0.4,collish01,2011,1887,-0.2,2010-11,2010-11,23-23,20,0,3.3,0.4,1.3,0.3,0.8,0.1,0.5,0.1,0.1,0,0.3,0.3,0.4,0.1,0,0.2,0.1,0.9,0.28,0.333,0.2,1,0.334,0.32,G,CHA,73,111,-0.2,0,-0.121,-6,-2.1,-8,-0.1,3.6,0,9.2,4.6,19.6,1.6,0,13.6,20.9
