Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,AlternativeName,Rook_Year,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,WS,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Lavoy Allen,22,0.473,0,0.786,15.2,4.1,4.2,0.8,allenla01,2012,2011-12,2016-17,22-27,388,87,17.8,2.1,4.5,2.1,4.5,0,0,0.5,0.7,1.8,2.9,4.8,1,0.3,0.6,0.7,1.8,4.8,0.471,0.474,0.133,0.682,0.491,0.472,F-C,INDPHI,13.8,107,105,5.7,8.1,0.096,-2,0,-2.1,-0.1,12.5,11.4,18.2,14.8,8.4,0.9,2.5,12,13.9
Gustavo Ay?n,26,0.536,0,0.619,20.1,5.9,4.9,1.4,ayongu01,2012,2011-12,2013-14,26-28,135,41,16.7,2.1,3.9,2.1,3.9,0,0,0.5,1,1.4,3,4.4,1.3,0.7,0.5,0.9,2,4.7,0.536,0.537,0,0.504,0.539,0.536,C,ATLMILNOHORL,5.1,106,102,1.9,3.2,0.109,-1.5,1.9,0.4,1.4,14.7,9.7,20.5,15.1,12.2,2.3,2.6,17.2,14.6
Keith Benson,23,0,0,0,3,0,1,0,bensoke02,2012,2011-12,2011-12,23-23,3,0,3,0,0.3,0,0.3,0,0,0,0,0.7,0.3,1,0,0,0,0,0,0,0,0,,,0,0,C,GSW,0,98,115,0,0,-0.005,-1.4,-6.3,-7.7,0,6,25.3,12.6,18.9,0,0,0,0,5.1
Bismack Biyombo,19,0.464,0,0.483,23.1,5.2,5.8,0.4,biyombi01,2012,2011-12,2022-23,19-30,787,319,19.5,2,3.7,2,3.7,0,0,1.2,2.1,1.9,4,5.9,0.6,0.3,1.3,0.9,2.2,5.1,0.532,0.533,0,0.557,0.552,0.532,C-F,CHACHOORLPHOTOR,30.4,109,107,11.5,18.9,0.095,-2.9,0.4,-2.6,-2.2,13.1,10.7,23.3,16.9,4.6,0.7,5.5,16.5,12.5
MarShon Brooks,23,0.428,0.313,0.764,29.4,12.6,3.6,2.3,brookma01,2012,2011-12,2018-19,23-30,200,50,17.3,3.1,6.9,2.5,5.3,0.5,1.6,1.3,1.7,0.7,1.5,2.1,1.4,0.6,0.2,1.2,1.3,8,0.447,0.478,0.345,0.751,0.523,0.487,G-F,BOSBRKGSWLALMEMNJN,3.3,101,110,1.5,1.8,0.046,-0.6,-1,-1.6,0.4,13.9,4.3,9.9,7.1,14.7,1.8,1,14,23.3
Alec Burks,20,0.429,0.333,0.727,15.9,7.2,2.2,0.9,burksal01,2012,2011-12,2022-23,20-31,676,143,22.9,3.6,8.6,2.5,5.6,1.1,2.9,2.5,3.1,0.6,2.9,3.5,2,0.7,0.2,1.2,1.9,10.8,0.419,0.437,0.384,0.801,0.543,0.485,G,CLEDETGSWNYKPHISACUTA,28.7,109,111,15.7,12.9,0.089,-0.1,-0.3,-0.4,6.2,14.3,2.8,14.4,8.5,14.2,1.6,0.8,10.9,21.7
Jimmy Butler,22,0.405,0.182,0.768,8.5,2.6,1.3,0.3,butleji01,2012,2011-12,2022-23,22-33,745,640,33.2,5.9,12.6,5.1,10.2,0.8,2.4,5.5,6.6,1.6,3.7,5.4,4.2,1.7,0.5,1.6,1.4,18.1,0.465,0.5,0.322,0.842,0.582,0.497,F-G,CHIMIAMINPHI,103.6,122,107,71.1,32.6,0.201,3.5,1.5,4.9,43.1,21.5,5.5,12.5,9,20.5,2.5,1.2,9.5,22.9
Derrick Byars,27,0.273,0,1,18.5,5,5.5,0.5,byarsde01,2012,2011-12,2011-12,27-27,2,0,18.5,1.5,5.5,1.5,2.5,0,3,2,2,3,2.5,5.5,0.5,1,0,0,1,5,0.273,0.6,0,1,0.392,0.273,F,SAS,0.1,113,102,0.1,0.1,0.147,-2.3,-2.5,-4.7,0,14.9,19,15.2,17.1,3.7,2.8,0,0,15.7
Norris Cole,23,0.393,0.276,0.776,19.4,6.8,1.4,2,coleno01,2012,2011-12,2016-17,23-28,360,60,22.3,2.8,6.9,2.2,5.1,0.6,1.8,0.8,1.1,0.2,1.7,2,2.7,0.8,0.1,1.4,1.9,7,0.407,0.436,0.324,0.743,0.475,0.449,G,MIANOPOKC,3,94,108,-3.2,6.2,0.018,-3.4,-0.7,-4.1,-4.1,9.2,1.2,9.1,5.2,18.8,1.8,0.3,16.4,18.3
Eric Dawson,27,0.583,0,0.5,9.8,3.8,2.5,0,dawsoer01,2012,2011-12,2011-12,27-27,4,0,9.8,1.8,3,1.8,3,0,0,0.3,0.5,1.3,1.3,2.5,0,0.3,0.5,0.8,1.5,3.8,0.583,0.583,,0.5,0.582,0.583,F,SAS,0.1,104,102,0,0.1,0.106,-3.2,-2.7,-5.9,0,14.6,15,14.4,14.7,0,1.3,3.7,18.9,18.6
Justin Dentmon,26,0.357,0.143,0.667,15.2,4.3,1.3,1.7,dentmju01,2012,2011-12,2012-13,26-27,8,0,11.9,1.3,3.8,1,2,0.3,1.8,0.5,0.8,0,1,1,1.3,0.3,0,0.9,1.3,3.3,0.333,0.5,0.143,0.667,0.398,0.367,G,DALSASTOR,-0.1,78,108,-0.2,0.1,-0.071,-6.8,-1,-7.8,-0.1,3.8,0,9.7,4.9,17.3,1.1,0,17.7,19.5
Jerome Dyson,24,0.396,0.125,0.778,20,7.4,2.1,2,dysonje01,2012,2011-12,2011-12,24-24,9,1,20,2.1,5.3,2,4.4,0.1,0.9,3.1,4,0.2,1.9,2.1,2,1.2,0.2,2.2,2.1,7.4,0.396,0.45,0.125,0.778,0.525,0.406,G,NOH,0.1,91,103,-0.1,0.2,0.026,-4.7,1.2,-3.6,-0.1,11.3,1.3,11.1,6.3,16.2,3.3,0.9,23.9,22
Kenneth Faried,22,0.586,0,0.665,22.5,10.2,7.7,0.8,farieke01,2012,2011-12,2018-19,22-29,478,385,24.5,4.6,8.4,4.6,8.3,0,0.1,2.2,3.3,3.1,5.1,8.1,1,0.7,0.8,1.3,2.5,11.4,0.546,0.55,0.222,0.654,0.577,0.548,F-C,BRKDENHOU,38.8,116,106,25.5,13.3,0.159,1.2,-0.7,0.5,7.5,19.7,13.8,22.9,18.3,6.5,1.5,2.6,11.7,19.7
Jeff Foote,24,0.333,0,0,9.8,1,1.5,0,footeje01,2012,2011-12,2011-12,24-24,4,0,9.8,0.5,1.5,0.5,1.5,0,0,0,0,0.3,1.3,1.5,0,0,0.3,0.5,1.3,1,0.333,0.333,,,0.333,0.333,C,NOH,-0.1,58,108,-0.1,0,-0.079,-8.4,-2.4,-10.8,-0.1,-0.9,3.1,15,9.2,0,0,2.1,25,9.7
Courtney Fortson,23,0.344,0.231,0.667,9.5,3.5,1.5,1,fortsco01,2012,2011-12,2011-12,23-23,10,0,9.5,1.1,3.2,0.8,1.9,0.3,1.3,1,1.5,0.6,0.9,1.5,1,0.3,0,1,0.5,3.5,0.344,0.421,0.231,0.667,0.453,0.391,G,HOULAC,0,89,108,-0.1,0.1,-0.019,-2.9,-1.3,-4.3,-0.1,9.9,7.4,11.2,9.3,16.1,1.7,0,20.6,23.4
Jimmer Fredette,22,0.386,0.361,0.833,18.6,7.6,1.2,1.8,fredeji01,2012,2011-12,2018-19,22-29,241,7,13.3,2.2,5.3,1.4,3.2,0.8,2.2,0.8,0.9,0.2,0.8,1,1.4,0.4,0,0.9,0.9,6,0.409,0.434,0.372,0.879,0.521,0.484,G,CHINOPNYKPHOSAC,2.2,102,113,1.9,0.3,0.033,-0.4,-2.1,-2.5,-0.4,12.5,1.8,6.8,4.3,16.8,1.5,0.3,13.9,22.1
Enes Freedom,19,0.496,0,0.667,13.2,4.6,4.2,0.1,kanteen01,2012,2011-12,2021-22,19-29,748,259,21.5,4.6,8.4,4.5,8.1,0.1,0.2,1.9,2.5,3,4.8,7.8,0.9,0.4,0.5,1.4,2.1,11.2,0.548,0.555,0.289,0.777,0.59,0.551,C,BOSNYKOKCPORUTA,52.8,116,108,36,16.8,0.157,1.5,-1.7,-0.1,7.6,20.8,15.2,24.6,19.9,6.7,0.9,1.9,13.2,22.2
Mickell Gladness,25,0.424,0,0.5,9.7,2.2,2.2,0.2,gladnmi01,2012,2011-12,2011-12,25-25,26,7,9.7,1,2.3,1,2.3,0,0,0.2,0.5,0.5,1.7,2.2,0.2,0.2,0.8,0.3,1.2,2.2,0.424,0.424,,0.5,0.436,0.424,C,GSWMIA,0.2,92,105,-0.1,0.2,0.029,-4.6,-0.1,-4.7,-0.2,9.5,6.4,19.8,13.2,2.9,0.8,6.1,9.8,13.1
Andrew Goudelock,23,0.391,0.373,0.917,10.5,4.4,0.8,0.5,goudean01,2012,2011-12,2015-16,23-27,49,0,9.7,1.6,4,1,2.3,0.6,1.7,0.3,0.3,0.1,0.6,0.7,0.5,0.2,0,0.6,0.7,4,0.393,0.429,0.345,0.875,0.485,0.467,G,HOULAL,0,93,109,-0.2,0.2,0.003,-3,-2,-5,-0.3,8.6,1.7,6.1,4,8.5,1.1,0.4,12.1,22.1
Jordan Hamilton,21,0.432,0.362,0.4,9.9,4.4,2.4,0.8,hamiljo02,2012,2011-12,2015-16,21-25,151,21,13.9,2.3,5.6,1.4,3,0.9,2.5,0.5,0.7,0.6,2.3,2.8,0.8,0.5,0.2,0.7,1,5.9,0.408,0.451,0.357,0.67,0.503,0.489,G-F,DENHOULACNOP,3,102,107,1,2,0.069,0.3,-0.4,-0.1,1,13.4,4.8,17.8,11.4,9.5,1.7,1.2,10.3,20.4
Justin Harper,22,0.29,0.154,0,6,1.4,0.9,0.1,harpeju01,2012,2011-12,2016-17,22-27,22,0,6.8,0.8,2.4,0.5,1.1,0.4,1.3,0,0.1,0.2,0.6,0.8,0.2,0.1,0.1,0.5,0.5,2,0.34,0.417,0.276,0.333,0.414,0.415,F,DETORLPHI,-0.3,75,108,-0.4,0.1,-0.093,-5.9,-2.8,-8.7,-0.2,3.6,3.7,10,6.8,4.4,1.1,1.6,18.1,20.1
Josh Harrellson,22,0.423,0.339,0.615,14.6,4.4,3.9,0.3,harrejo01,2012,2011-12,2013-14,22-24,75,4,11.8,1.4,3.2,1,1.9,0.4,1.3,0.3,0.5,1.1,2,3,0.3,0.4,0.5,0.4,1.3,3.5,0.438,0.497,0.347,0.629,0.519,0.506,C,DETMIANYK,2.1,108,102,0.9,1.3,0.116,-0.7,0.3,-0.4,0.4,13.4,10,19.2,14.5,4.4,1.7,3.2,11.4,14.4
Terrel Harris,24,0.349,0.205,0.667,14.5,3.6,2.3,1.2,harrite01,2012,2011-12,2012-13,24-25,42,1,10.8,0.8,2.6,0.6,1.5,0.2,1.1,0.5,0.7,0.5,1.3,1.8,0.8,0.3,0.1,1,1.2,2.3,0.3,0.397,0.17,0.677,0.384,0.336,G,MIANOH,-0.6,76,105,-1,0.5,-0.059,-6.4,-0.9,-7.3,-0.6,3.5,6.1,14.2,10.1,11.2,1.3,0.9,25.4,16.9
Tobias Harris,19,0.467,0.261,0.815,11.4,5,2.4,0.5,harrito02,2012,2011-12,2022-23,19-30,815,695,31.5,6.2,13,4.9,9.3,1.4,3.7,2.4,2.9,1,5.2,6.2,2.3,0.8,0.5,1.4,2,16.2,0.477,0.52,0.368,0.83,0.566,0.529,F,DETLACMILORLPHI,63.1,112,109,36.6,26.5,0.118,1.2,-0.2,1,19.6,16.8,3.5,18.2,10.8,11.8,1.2,1.4,9,22
Cory Higgins,22,0.325,0.2,0.7,11.1,3.9,0.9,0.9,higgico01,2012,2011-12,2012-13,22-23,44,0,10.3,1.3,4.1,1.2,3.5,0.1,0.6,1,1.4,0.2,0.7,0.9,0.9,0.2,0.1,0.9,1,3.7,0.324,0.344,0.2,0.694,0.398,0.338,G,CHA,-1.3,78,114,-1.3,0,-0.141,-6.4,-3.5,-9.9,-0.9,4.7,1.9,7.8,4.8,16,0.9,1,15.9,24.8
Darington Hobson,24,0.154,0,0,7.8,0.8,0.6,1.2,hobsoda01,2012,2011-12,2011-12,24-24,5,0,7.8,0.4,2.6,0.4,1.4,0,1.2,0,0,0,0.6,0.6,1.2,0,0,0.4,0.2,0.8,0.154,0.286,0,,0.154,0.154,G,MIL,-0.2,50,112,-0.2,0,-0.225,-8.4,-4.5,-13,-0.1,-3.3,0,8.7,4.2,20.9,0,0,13.3,16.9
Tyler Honeycutt,21,0.333,0.333,0.6,5.9,1.3,0.9,0.5,honeyty01,2012,2011-12,2012-13,21-22,24,0,5,0.5,1.5,0.4,1.3,0,0.2,0.2,0.3,0.3,0.8,1,0.4,0.2,0.2,0.3,0.2,1.2,0.314,0.333,0.2,0.714,0.368,0.329,F,SAC,-0.1,81,109,-0.2,0.1,-0.049,-3.7,-1.4,-5.1,-0.1,8.1,5.4,17.5,11.2,10.9,1.7,2.5,15.5,16.4
Dennis Horner,23,0.25,0,0.75,2.8,0.6,0.6,0,hornede01,2012,2011-12,2011-12,23-23,8,0,2.8,0.1,0.5,0.1,0.4,0,0.1,0.4,0.5,0.3,0.4,0.6,0,0,0,0.1,0.1,0.6,0.25,0.333,0,0.75,0.434,0.25,F,NJN,0,94,114,0,0,-0.012,-3.4,-4.7,-8.1,0,6.6,10.3,16.3,13.2,0,0,0,14.8,14.1
Kyrie Irving,19,0.469,0.399,0.872,30.5,18.5,3.7,5.4,irvinky01,2012,2011-12,2022-23,19-30,662,662,34.3,8.6,18.2,6.3,12.3,2.3,5.9,3.9,4.4,0.8,3.1,3.9,5.7,1.3,0.4,2.6,2.3,23.4,0.472,0.51,0.392,0.884,0.58,0.535,G,BOSBRKCLEDAL,78.2,115,110,58.5,19.7,0.165,4.8,-0.3,4.5,37,22.4,2.6,10.1,6.4,30,1.9,1,11.4,29.4
Reggie Jackson,21,0.321,0.21,0.862,11.1,3.1,1.2,1.6,jacksre01,2012,2011-12,2022-23,21-32,764,504,25.5,4.8,11.3,3.4,7.4,1.4,3.9,1.9,2.2,0.5,2.4,2.9,4.2,0.7,0.1,1.9,1.9,12.8,0.422,0.464,0.345,0.857,0.521,0.482,G,DENDETLACOKC,34,106,110,17,17,0.084,0.5,-0.8,-0.3,8.3,14.9,2.2,10.4,6.3,26.9,1.4,0.4,13.2,24.4
Charles Jenkins,22,0.447,0.15,0.872,17.5,5.8,1.3,3.3,jenkich01,2012,2011-12,2012-13,22-23,110,29,12.1,1.6,3.7,1.6,3.5,0,0.2,0.4,0.6,0.1,0.8,0.9,1.9,0.4,0.1,0.7,1,3.7,0.434,0.449,0.182,0.754,0.465,0.439,G,GSWPHI,0.5,97,111,0,0.4,0.017,-3.3,-1.1,-4.5,-0.8,10.7,1.4,7.1,4.2,24.9,1.9,0.5,15.6,17.9
Carldell Johnson,29,0.314,0.267,0.333,7.9,1.8,0.6,1.5,johnsca01,2012,2011-12,2011-12,29-29,15,0,7.9,0.7,2.3,0.5,1.3,0.3,1,0.1,0.2,0.1,0.5,0.6,1.5,0.5,0,0.5,0.7,1.8,0.314,0.35,0.267,0.333,0.372,0.371,G,NOH,0,86,104,-0.1,0.1,-0.003,-3.1,1.7,-1.5,0,8.9,1,7.9,4.5,29.4,3.7,0,16.2,17.2
Ivan Johnson,27,0.513,0.333,0.72,16.7,6.4,4,0.6,johnsiv01,2012,2011-12,2012-13,27-28,125,5,15.8,2.6,5,2.6,4.9,0,0.2,1.2,1.8,1.1,2.8,3.9,0.6,0.8,0.3,1.1,2,6.5,0.517,0.528,0.158,0.662,0.551,0.519,F,ATL,4.5,101,99,1.1,3.4,0.11,-2.6,0.7,-1.9,0.1,15.1,8.4,20.4,14.5,6.6,2.6,1.2,16,20.7
JaJuan Johnson,22,0.446,0,0.667,8.3,3.2,1.6,0.2,johnsja02,2012,2011-12,2011-12,22-22,36,0,8.3,1.5,3.4,1.5,3.4,0,0,0.2,0.3,0.6,1.1,1.6,0.2,0.1,0.4,0.4,0.7,3.2,0.446,0.446,,0.667,0.456,0.446,F,BOS,0.2,88,99,-0.3,0.5,0.032,-3.3,-0.6,-3.9,-0.1,11.4,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4
Jerome Jordan,25,0.515,0,0.8,5.1,2,1.3,0.2,jordaje01,2012,2011-12,2014-15,25-28,65,0,7.6,1,2,1,2,0,0,0.7,0.8,1,1,2,0.3,0.1,0.3,0.4,1.1,2.8,0.528,0.528,,0.852,0.597,0.528,C,BRKNYK,1.7,121,106,1.2,0.5,0.168,-0.4,-0.6,-1,0.1,17.1,15.2,15.2,15.2,5.5,0.9,3.4,13.7,16.2
Cory Joseph,20,0.314,0.2,0.647,9.2,2,0.9,1.2,josepco01,2012,2011-12,2022-23,20-31,778,175,21.9,2.7,6.1,2.1,4.4,0.6,1.7,1,1.3,0.5,2,2.5,3,0.8,0.2,1,1.6,7,0.443,0.479,0.345,0.787,0.525,0.49,G,DETINDSACSASTOR,30,109,111,14.8,15.1,0.084,-1.4,0.4,-1.1,3.9,12.1,2.5,10.4,6.5,19.8,1.7,0.9,13.4,15.6
D.J. Kennedy,22,0.417,0.5,0,29.5,6,3.5,1.5,kennedj01,2012,2011-12,2011-12,22-22,2,0,29.5,2.5,6,1.5,4,1,2,0,1,0.5,3,3.5,1.5,1,0,1.5,3.5,6,0.417,0.375,0.5,0,0.466,0.5,F,CLE,0,85,110,0,0,-0.023,-5.9,-0.7,-6.7,-0.1,4.7,1.9,12,6.7,8.2,1.8,0,18.9,12.1
Brandon Knight,20,0.415,0.38,0.759,32.3,12.8,3.2,3.8,knighbr03,2012,2011-12,2021-22,20-30,451,349,29.3,5,12.2,3.4,7.7,1.6,4.5,2.4,2.9,0.5,2.5,3.1,3.9,0.9,0.2,2.4,2,14,0.411,0.445,0.352,0.807,0.518,0.476,G,CLEDALDETHOUMILPHO,11.6,101,111,5.6,6,0.042,0.1,-1.7,-1.6,1.4,13.7,2,10.1,6,22.9,1.5,0.5,15.2,24.2
Malcolm Lee,21,0.39,0.2,0.824,12.8,3.3,1.4,1.6,leema01,2012,2011-12,2014-15,21-24,36,12,14.8,1.4,3.8,1.2,2.8,0.3,0.9,0.7,1,0.7,1.1,1.8,1.4,0.6,0.3,0.8,1.4,3.9,0.382,0.412,0.294,0.703,0.46,0.419,G,MINPHI,0.4,97,107,0,0.4,0.04,-3,0.4,-2.5,-0.1,9.5,5,8.9,6.9,14.8,1.9,1.4,15.1,15
Kawhi Leonard,20,0.493,0.376,0.773,24,7.9,5.1,1.1,leonaka01,2012,2011-12,2022-23,20-31,617,588,31.4,7,14.2,5.5,10.2,1.5,3.9,4,4.6,1.2,5.2,6.4,3,1.7,0.6,1.6,1.7,19.5,0.495,0.536,0.387,0.859,0.602,0.549,F,LACSASTOR,89,119,102,53.5,35.5,0.22,4.6,2.2,6.8,43.2,23.4,4.4,18,11.4,15.7,2.8,1.6,9.1,25.2
Travis Leslie,21,0.357,0,0.444,4.5,1.4,0.9,0.5,leslitr01,2012,2011-12,2011-12,21-21,10,0,4.5,0.5,1.4,0.5,1.4,0,0,0.4,0.9,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.4,1.4,0.357,0.357,,0.444,0.39,0.357,G,LAC,0.1,98,105,0,0,0.06,0,-0.3,-0.3,0,14.6,15.7,8,11.9,17,2.4,3.7,10,20.5
Jon Leuer,22,0.508,0.333,0.75,12.1,4.7,2.6,0.5,leuerjo01,2012,2011-12,2018-19,22-29,377,80,15.8,2.6,5.4,2.3,4.4,0.3,1,0.8,1.1,0.9,2.8,3.8,0.8,0.4,0.3,0.7,1.5,6.4,0.484,0.52,0.328,0.767,0.544,0.515,F,CLEDETMEMMILPHO,13.2,109,106,6.4,6.8,0.107,-0.8,0.1,-0.7,2,14.5,6.5,20.4,13.3,8,1.2,1.4,10.5,18.3
DeAndre Liggins,23,0.48,0,0.474,6.8,1.9,0.9,0.3,liggide01,2012,2011-12,2017-18,23-29,177,24,10.8,0.7,1.8,0.5,1.1,0.2,0.7,0.3,0.5,0.3,1.2,1.4,0.7,0.6,0.2,0.5,1.1,2,0.402,0.432,0.352,0.549,0.484,0.469,G,CLEDALMIAMILNOPOKCORL,1.6,94,107,-0.6,2.2,0.04,-4.2,2,-2.2,-0.1,7.3,2.9,11.8,7.5,8.5,2.8,1.3,19.4,10.4
Shelvin Mack,21,0.4,0.286,0.712,12.2,3.6,1.4,2,macksh01,2012,2011-12,2018-19,21-28,456,56,18.4,2.6,6,1.9,4,0.7,2,0.8,1.1,0.3,1.7,2,3.1,0.7,0.1,1.2,1.2,6.6,0.423,0.47,0.33,0.731,0.504,0.478,G,ATLCHOMEMORLPHIUTAWAS,10.3,102,109,2.8,7.5,0.059,-1.6,-0.4,-1.9,0.1,12.3,1.6,10.5,6.1,26.6,1.8,0.2,15.9,19.1
Vernon Macklin,25,0.543,0,0.571,5.9,2,1.5,0.2,macklve01,2012,2011-12,2011-12,25-25,23,0,5.9,0.8,1.5,0.8,1.5,0,0,0.3,0.6,0.6,0.9,1.5,0.2,0.2,0.2,0.1,0.4,2,0.543,0.543,,0.571,0.559,0.543,F,DET,0.5,121,105,0.3,0.1,0.161,1.3,-0.1,1.2,0.1,18.2,12,18.3,15,6.4,1.6,2.3,6.8,15.1
E'Twaun Moore,22,0.381,0.378,1,8.7,2.9,0.9,0.9,mooreet01,2012,2011-12,2020-21,22-31,598,191,21,3.2,7.1,2.3,4.7,0.9,2.4,0.6,0.8,0.5,1.5,2,1.8,0.7,0.2,0.9,1.6,7.9,0.455,0.489,0.388,0.742,0.535,0.521,G-F,BOSCHINOPORLPHO,14.8,105,111,6.5,8.3,0.057,-1.7,-0.3,-1.9,0.2,11.4,2.5,7.9,5.2,12.6,1.6,0.8,10.7,17.3
Darius Morris,21,0.429,0.444,0.667,8.9,2.4,0.8,1.1,morrida01,2012,2011-12,2014-15,21-24,132,17,11.1,1.3,3.3,0.9,2.2,0.4,1.1,0.4,0.6,0.3,0.7,1,1.4,0.3,0,0.8,1,3.3,0.384,0.416,0.322,0.63,0.46,0.439,G,BRKLACLALMEMPHI,-0.3,91,110,-1,0.7,-0.01,-3.8,-1.3,-5.1,-1.2,7.7,3.1,6.4,4.8,19.7,1.6,0.1,19.3,17.7
Marcus Morris,22,0.296,0.118,0.75,7.4,2.4,0.9,0.2,morrima03,2012,2011-12,2022-23,22-33,777,496,27.2,4.5,10.4,2.9,6.1,1.6,4.3,1.7,2.2,0.9,3.7,4.6,1.5,0.7,0.3,1.2,2.2,12.4,0.435,0.475,0.377,0.773,0.543,0.512,F,BOSDETHOULACNYKPHO,38.5,108,110,17.9,20.6,0.088,-0.2,-0.4,-0.6,7.3,13.3,3.5,14.9,9.2,8.6,1.2,0.9,9.3,20.2
Markieff Morris,22,0.399,0.347,0.717,19.5,7.4,4.4,1,morrima02,2012,2011-12,2022-23,22-33,747,377,24.1,4.1,9.2,3.2,6.7,0.8,2.5,1.6,2,1.2,3.9,5.1,1.6,0.8,0.5,1.5,2.7,10.6,0.446,0.484,0.343,0.778,0.527,0.492,F,BRKDALDETLALMIAOKCPHOWAS,27.5,103,108,8.2,19.3,0.073,-1.4,0,-1.4,2.8,13.5,5.4,18,11.7,10.2,1.6,1.7,12.8,20.9
Daniel Orton,21,0.567,0,0.44,11.7,2.8,2.4,0.3,ortonda01,2012,2011-12,2013-14,21-23,51,6,10.6,1,2,1,2,0,0,0.8,1.4,0.9,1.5,2.5,0.5,0.4,0.5,0.6,1.6,2.8,0.485,0.49,0,0.597,0.531,0.485,C-F,OKCORLPHI,1,105,104,0.4,0.7,0.093,-3.9,0.5,-3.5,-0.2,11.9,10,16.2,13,6.5,1.7,4.1,17.7,13.4
Jeremy Pargo,25,0.333,0.263,0.593,9.6,2.9,0.8,1.3,pargoje01,2012,2011-12,2019-20,25-33,86,16,13.1,1.9,4.9,1.4,3.5,0.4,1.4,0.7,1,0.2,0.8,1,1.8,0.3,0,1.2,1.2,4.8,0.379,0.403,0.319,0.644,0.451,0.424,G,CLEGSWMEMPHI,-0.8,89,110,-1.3,0.5,-0.033,-3.3,-1.7,-5,-0.9,8.2,2.1,7.2,4.6,22.4,1.4,0.1,17.8,22.5
Chandler Parsons,23,0.452,0.337,0.551,28.6,9.5,4.8,2.1,parsoch01,2012,2011-12,2019-20,23-31,440,369,30.1,4.8,10.5,3.3,6.3,1.6,4.2,1.4,2,0.8,3.7,4.5,2.7,0.9,0.3,1.5,2,12.7,0.462,0.521,0.373,0.713,0.557,0.536,F,ATLDALHOUMEM,28.9,110,108,17.5,11.4,0.105,1,0,1.1,10.2,14.7,3.1,13.6,8.4,14.6,1.6,0.9,11.6,19
Ryan Reid,25,0.8,0,0,3.4,1.6,0.4,0,reidry01,2012,2011-12,2011-12,25-25,5,0,3.4,0.8,1,0.8,1,0,0,0,0,0.2,0.2,0.4,0,0,0,0.2,0.2,1.6,0.8,0.8,,,0.8,0.8,F,OKC,0.1,128,112,0,0,0.142,1,-3,-2,0,17.6,7.2,6.3,6.7,0,0,0,16.7,16
Ricky Rubio,21,0.357,0.34,0.803,34.2,10.6,4.2,8.2,rubiori01,2012,2011-12,2022-23,21-32,687,601,29.8,3.6,9.2,2.6,6.3,0.9,2.8,2.9,3.4,0.6,3.5,4.1,7.5,1.8,0.1,2.6,2.5,10.9,0.388,0.416,0.325,0.842,0.512,0.439,G,CLEMINPHOUTA,42.2,107,107,18.4,23.9,0.099,-0.3,0.9,0.6,13.5,15.5,2.3,13.2,7.7,36.5,3,0.4,19.3,19.4
Walker Russell,29,0.347,0.308,0.636,12.8,3,0.9,2.1,russewa02,2012,2011-12,2011-12,29-29,28,0,12.8,1.2,3.4,1,2.9,0.1,0.5,0.5,0.8,0.3,0.7,0.9,2.1,0.6,0,1.2,1,3,0.347,0.354,0.308,0.636,0.401,0.368,G,DET,-0.4,82,107,-0.6,0.3,-0.049,-4.6,-0.9,-5.5,-0.3,7.2,2.3,6.6,4.4,26,2.7,0.2,24,17.8
Josh Selby,20,0.347,0.133,0.786,8.5,2.3,0.5,1.1,selbyjo01,2012,2011-12,2012-13,20-21,38,0,7.8,0.8,2.5,0.7,1.9,0.1,0.6,0.5,0.7,0.1,0.5,0.5,0.9,0.2,0,0.9,0.6,2.2,0.33,0.384,0.143,0.72,0.395,0.346,G,MEM,-0.7,73,106,-1,0.3,-0.113,-7.5,-2,-9.5,-0.6,2.7,0.8,7.3,4,17.6,1.6,0,25.5,21.7
Iman Shumpert,21,0.401,0.306,0.798,28.9,9.5,3.2,2.8,shumpim01,2012,2011-12,2020-21,21-30,461,246,24.9,2.7,6.8,1.6,3.6,1.1,3.1,0.8,1.1,0.7,2.6,3.3,1.8,1.1,0.3,1.1,2.3,7.2,0.391,0.438,0.337,0.764,0.496,0.469,G,BRKCLEHOUNYKSAC,12.9,100,108,1.5,11.4,0.054,-2.4,0.7,-1.7,0.9,9.7,3.2,12,7.6,11,2.3,0.9,13.7,15.2
Xavier Silas,24,0.267,0.167,0.667,19.5,5.5,2,1.5,silasxa01,2012,2011-12,2017-18,24-30,4,0,11.5,1,4.5,0.8,2.5,0.3,2,0.5,0.8,0.8,0.8,1.5,0.8,0.3,0,0.8,1.5,2.8,0.222,0.3,0.125,0.667,0.285,0.25,G,BOSPHI,-0.1,66,105,-0.2,0,-0.149,-10.6,-3.1,-13.7,-0.1,-0.7,7.2,7.2,7.2,9.7,1.1,0,13.4,22.6
