Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,AlternativeName,Rook_Year,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,WS,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Chris Singleton,22,0.372,0.346,0.682,21.7,4.6,3.5,0.7,singlch01,2012,2011-12,2013-14,22-24,148,62,17.6,1.6,4.2,1.2,3,0.4,1.2,0.6,0.9,0.8,2.4,3.2,0.6,0.8,0.4,0.7,2.2,4.1,0.376,0.4,0.319,0.633,0.449,0.423,F,WAS,2.3,92,103,-1.1,3.3,0.042,-4.3,1.1,-3.2,-0.8,8.2,4.8,15.7,10.2,5.3,2.3,1.7,12.8,13.5
Donald Sloan,24,0.399,0.08,0.767,20.3,5.5,2,3.2,sloando01,2012,2011-12,2015-16,24-28,218,66,17.2,2.1,5,1.6,3.6,0.4,1.4,0.9,1.2,0.2,1.8,2.1,3,0.4,0,1.1,0.9,5.5,0.409,0.449,0.31,0.754,0.491,0.454,G,ATLBRKCLEINDNOH,4,102,110,1.9,2.1,0.051,-1.2,-1,-2.1,-0.1,11.9,1.6,12.1,6.8,27.1,1.1,0.2,16,17.3
Greg Smith,21,0.636,0,0,8.6,1.8,2.5,0.1,smithgr02,2012,2011-12,2015-16,21-25,149,12,12.3,1.6,2.6,1.6,2.6,0,0,0.7,1.3,1.1,2.2,3.3,0.3,0.2,0.4,0.4,1.9,4,0.617,0.618,0,0.576,0.623,0.617,C,DALHOUMIN,5.5,122,106,3.6,1.8,0.143,-1.7,0,-1.6,0.2,13.8,10.3,19.8,15.1,3.4,0.9,2.5,12,13
Jerry Smith,24,0.214,0.167,0,9.2,1.4,1.4,0.8,smithje01,2012,2011-12,2011-12,24-24,5,0,9.2,0.6,2.8,0.4,1.6,0.2,1.2,0,0,0.4,1,1.4,0.8,1,0,0,1,1.4,0.214,0.25,0.167,,0.25,0.25,G,NJN,0,78,102,-0.1,0.1,-0.007,-6.6,4.6,-2,0,7.8,4.9,13,8.8,13.4,5.8,0,0,13.9
Nolan Smith,23,0.372,0.289,0.714,12.3,3.8,1.3,1.4,smithno01,2012,2011-12,2012-13,23-24,84,4,9.9,1.3,3.5,1.1,2.6,0.2,0.9,0.5,0.7,0.3,0.7,1,1.2,0.3,0,0.8,1,3.3,0.371,0.407,0.26,0.714,0.435,0.403,G,POR,-0.8,86,110,-1.1,0.3,-0.047,-4.3,-1.6,-6,-0.8,7.5,3.3,8.4,5.8,18.8,1.6,0.4,18.2,21.5
Greg Stiemsma,26,0.545,0,0.707,13.9,2.9,3.2,0.5,stiemgr01,2012,2011-12,2014-15,26-29,203,42,15,1.3,2.6,1.3,2.6,0,0,0.5,0.7,0.9,2.4,3.3,0.5,0.6,1.1,0.7,2.5,3.2,0.509,0.509,0,0.705,0.54,0.509,C,BOSMINNOPTOR,6,101,100,0.8,5.2,0.095,-4.3,2.9,-1.5,0.4,11,7.2,18.7,12.9,4.8,2,6,19.4,11
Julyan Stone,23,0.419,0.182,0.727,8.1,1.6,1.1,1.7,stoneju01,2012,2011-12,2017-18,23-29,70,2,7.2,0.4,0.9,0.3,0.4,0.1,0.5,0.2,0.3,0.1,1,1.1,1.1,0.2,0.1,0.4,0.8,1.1,0.444,0.581,0.313,0.7,0.557,0.524,G,CHODENTOR,0.9,112,107,0.4,0.5,0.088,-2.1,2,-0.2,0.2,9.5,2.3,15.1,8.7,20.8,1.6,1.3,25.8,8.6
Isaiah Thomas,22,0.448,0.379,0.832,25.5,11.5,2.6,4.1,thomais02,2012,2011-12,2021-22,22-32,550,362,28.3,5.8,13.3,3.9,8,1.9,5.2,4.3,4.9,0.5,1.9,2.4,4.8,0.9,0.1,2.3,2.1,17.7,0.434,0.481,0.362,0.872,0.573,0.506,G,BOSCHOCLEDALDENLALNOPPHOSACWAS,45.3,113,112,38.4,7,0.14,3.6,-1.5,2.1,16.1,19.6,2,7.5,4.7,28.7,1.5,0.3,12.8,27.2
Lance Thomas,23,0.452,0,0.839,15,4,3,0.3,thomala01,2012,2011-12,2019-20,23-31,399,128,18.4,1.9,4.5,1.5,3.4,0.4,1.1,1,1.2,0.7,1.8,2.6,0.7,0.4,0.1,0.7,1.7,5.1,0.416,0.428,0.381,0.799,0.51,0.462,F,BRKNOHNOPNYKOKC,5.3,102,113,2.4,2.9,0.035,-3.1,-1.1,-4.3,-4.2,8.3,4.5,11.1,7.8,5.4,1,0.6,11.7,13.9
Malcolm Thomas,23,0,0,0.5,5,0.3,1,0.3,thomama01,2012,2011-12,2014-15,23-26,40,0,8.2,0.8,1.7,0.7,1.5,0,0.3,0.4,0.6,0.7,1.7,2.4,0.4,0.2,0.2,0.6,0.8,1.9,0.435,0.5,0.091,0.6,0.475,0.442,F,CHIGSWPHISASUTA,0.1,87,105,-0.3,0.4,0.01,-4.9,-1,-5.9,-0.3,8.4,8.8,23.8,16.1,6.6,0.9,1.6,23.8,14.2
Trey Thompkins,21,0.393,0.308,0.714,5,2.4,1,0.1,thomptr02,2012,2011-12,2011-12,21-21,24,0,5,1,2.5,0.8,2,0.2,0.5,0.2,0.3,0.2,0.8,1,0.1,0.1,0.1,0.3,0.4,2.4,0.393,0.417,0.308,0.714,0.445,0.426,F,LAC,0,90,105,-0.1,0.1,0.004,-3.2,-2.5,-5.7,-0.1,12,4,20.2,12,4.5,1.4,2.1,8.6,27.2
Klay Thompson,21,0.443,0.414,0.868,24.4,12.5,2.4,2,thompkl01,2012,2011-12,2022-23,21-32,704,667,32.9,7.4,16.3,4.3,8.9,3.1,7.4,1.9,2.2,0.5,3.1,3.5,2.3,0.9,0.5,1.7,2.1,19.8,0.456,0.489,0.416,0.852,0.574,0.55,G-F,GSW,51.2,109,109,29.8,21.4,0.106,1.8,-1.1,0.7,15.8,16.3,1.6,9.8,5.9,11.3,1.3,1.3,9,25.1
Mychel Thompson,23,0.292,0.364,0,19,3.6,1,1.4,thompmy02,2012,2011-12,2011-12,23-23,5,3,19,1.4,4.8,0.6,2.6,0.8,2.2,0,0,0,1,1,1.4,0.4,0.2,1,1.6,3.6,0.292,0.231,0.364,,0.375,0.375,G,CLE,-0.2,76,113,-0.2,0,-0.079,-5.9,-1.1,-7.1,-0.1,2.2,0,6.2,3,11.6,1.1,0.8,17.2,13.7
Tristan Thompson,20,0.439,0,0.552,23.7,8.2,6.5,0.5,thomptr01,2012,2011-12,2021-22,20-30,730,478,26.8,3.6,7,3.6,7,0,0.1,1.7,2.9,3.3,5.1,8.4,1,0.5,0.7,1.1,2.3,9,0.519,0.521,0.263,0.605,0.545,0.52,F-C,BOSCHICLEINDSAC,47.6,115,109,30.4,17.2,0.117,-0.4,-1.3,-1.7,1.4,15.5,13.7,21.6,17.6,5.6,0.9,2.1,12,15.6
Jeremy Tyler,20,0.421,0,0.558,13.5,4.9,3.3,0.4,tylerje01,2012,2011-12,2013-14,20-22,104,23,9.9,1.5,3.4,1.5,3.3,0,0,0.6,1,0.9,1.6,2.6,0.2,0.2,0.4,0.7,1.6,3.6,0.45,0.451,0,0.557,0.471,0.45,C,ATLGSWNYK,0.3,93,107,-0.5,0.8,0.014,-5.2,-1.9,-7,-1.3,11.1,10.8,19.2,15,3.9,1.2,3.3,14.7,20.7
Edwin Ubiles,25,0.278,0.2,1,13,3.5,2.5,0.3,ubileed01,2012,2011-12,2011-12,25-25,4,0,13,1.3,4.5,1,3.3,0.3,1.3,0.8,0.8,0.5,2,2.5,0.3,0.3,0.3,0.3,0.3,3.5,0.278,0.308,0.2,1,0.362,0.306,G,WAS,0,84,107,-0.1,0,-0.026,-2.4,-1.5,-3.9,0,7.3,4.3,17.5,10.9,2.9,1,1.5,4.9,17.5
Jan Vesel?,21,0.537,0,0.532,18.9,4.7,4.4,0.8,veselja01,2012,2011-12,2013-14,21-23,162,25,15.2,1.6,3.1,1.6,3.1,0,0,0.4,1,1.4,2.1,3.5,0.6,0.7,0.5,0.8,2.4,3.6,0.521,0.523,0,0.408,0.514,0.521,F,DENWAS,4,101,103,0.8,3.2,0.078,-3.7,1.1,-2.6,-0.4,10.9,10.2,15.6,12.9,6,2.2,2.7,17.6,12.7
Nikola Vu?evi?,21,0.45,0.375,0.529,15.9,5.5,4.8,0.6,vucevni01,2012,2011-12,2022-23,21-32,808,747,31.1,7.3,14.7,6.5,12.4,0.8,2.4,1.6,2.1,2.5,8,10.5,2.8,0.9,0.9,1.7,2.4,17,0.495,0.523,0.349,0.761,0.543,0.523,C,CHIORLPHI,65.6,109,106,30.9,34.7,0.125,2,0.3,2.3,27,20.4,8.8,28.7,18.7,15.6,1.4,2.4,10,24.7
Kemba Walker,21,0.366,0.305,0.789,27.2,12.1,3.5,4.4,walkeke02,2012,2011-12,2022-23,21-32,750,697,33.1,6.7,15.9,4.4,9.7,2.2,6.2,3.8,4.5,0.6,3.2,3.8,5.3,1.2,0.4,2.1,1.5,19.3,0.418,0.455,0.36,0.84,0.539,0.488,G,BOSCHACHODALNYK,59.9,109,110,38.5,21.4,0.116,3.2,-0.4,2.8,29.8,19.1,1.8,10.9,6.3,27.8,1.9,1,10.5,26.9
Derrick Williams,20,0.412,0.268,0.697,21.5,8.8,4.7,0.6,willide02,2012,2011-12,2017-18,20-26,428,112,20.7,3.1,7.2,2.5,5.2,0.6,2,2.1,3,0.8,3.1,4,0.7,0.5,0.3,0.9,1.2,8.9,0.434,0.484,0.3,0.71,0.526,0.475,F,CLELALMIAMINNYKSAC,14.1,105,108,7.2,6.8,0.076,-0.6,-1,-1.6,0.8,13.4,4.4,17,10.7,5.4,1.1,0.9,9.9,20.2
Elliot Williams,22,0.5,0.296,0.333,6.2,3.7,0.8,0.3,williel01,2012,2011-12,2015-16,22-26,109,2,13.5,1.8,4.2,1.3,2.6,0.5,1.6,0.9,1.3,0.3,1.1,1.5,0.9,0.4,0.1,0.7,1.4,4.9,0.421,0.489,0.31,0.669,0.515,0.48,G,MEMNOPPHIPORUTA,0.7,99,112,0.2,0.5,0.024,-3.4,-1.6,-4.9,-1.1,9.5,2.7,9.5,6,9.8,1.5,0.3,13,17.6
Jordan Williams,21,0.507,0,0.652,14.8,4.6,3.6,0.3,willijo03,2012,2011-12,2011-12,21-21,43,5,14.8,1.8,3.5,1.8,3.5,0,0,1,1.5,1.5,2.1,3.6,0.3,0.5,0.3,0.5,1.4,4.6,0.507,0.507,,0.652,0.544,0.507,F,NJN,1.3,112,108,1,0.4,0.101,-0.9,-1.2,-2.1,0,14.5,11.7,16.9,14.3,2.9,1.8,1.8,11.3,14.7
Chris Wright,23,0.511,0,0.774,7.8,2.9,1.9,0.2,wrighch01,2012,2011-12,2013-14,23-25,32,1,9.8,1.4,2.5,1.4,2.5,0,0,0.9,1.4,0.9,1.1,2,0.3,0.4,0.6,0.4,1.2,3.7,0.55,0.557,0,0.652,0.589,0.55,F,GSWMIL,0.9,117,107,0.6,0.3,0.138,-0.2,0.1,-0.1,0.2,17.7,10.5,13.2,11.9,4.7,2.3,4.5,11.5,16.6
Chris Wright,23,0.511,0,0.774,7.8,2.9,1.9,0.2,wrighch01,2012,2011-12,2013-14,23-25,32,1,9.8,1.4,2.5,1.4,2.5,0,0,0.9,1.4,0.9,1.1,2,0.3,0.4,0.6,0.4,1.2,3.7,0.55,0.557,0,0.652,0.589,0.55,F,GSWMIL,0.9,59,116,0,0,-0.375,-10.8,-8.5,-19.2,0,-1.9,0,0,0,0,0,0,33.3,34.2
Chris Wright,23,0.511,0,0.774,7.8,2.9,1.9,0.2,wrighch01,2012,2012-13,2012-13,23-23,3,0,1.3,0.3,0.7,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0.7,0.5,0.5,,,0.5,0.5,G,DAL,0,117,107,0.6,0.3,0.138,-0.2,0.1,-0.1,0.2,17.7,10.5,13.2,11.9,4.7,2.3,4.5,11.5,16.6
Chris Wright,23,0.511,0,0.774,7.8,2.9,1.9,0.2,wrighch01,2012,2012-13,2012-13,23-23,3,0,1.3,0.3,0.7,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0.7,0.5,0.5,,,0.5,0.5,G,DAL,0,59,116,0,0,-0.375,-10.8,-8.5,-19.2,0,-1.9,0,0,0,0,0,0,33.3,34.2
Quincy Acy,22,0.56,0.5,0.816,11.8,4,2.7,0.4,acyqu01,2013,2012-13,2018-19,22-28,337,60,16,1.7,3.9,1.2,2.3,0.5,1.6,0.9,1.1,0.9,2.6,3.5,0.6,0.4,0.4,0.6,2,4.9,0.444,0.506,0.35,0.759,0.553,0.513,F-C,BRKDALNYKPHOSACTOR,8.7,108,109,4.4,4.4,0.078,-2,-0.1,-2,-0.1,11.2,6.3,18.1,12.1,6.1,1.3,2,12.9,13.9
Josh Akognon,26,0.5,0.5,0,3,1.7,0.3,0.3,akognjo01,2013,2012-13,2012-13,26-26,3,0,3,0.7,1.3,0.3,0.7,0.3,0.7,0,0,0,0.3,0.3,0.3,0,0,0,1,1.7,0.5,0.5,0.5,,0.625,0.625,G,DAL,0,130,111,0,0,0.196,-3.1,0.1,-3,0,15.3,0,12.1,6.2,19.4,0,0,0,20.3
Harrison Barnes,20,0.439,0.359,0.758,25.4,9.2,4.1,1.2,barneha02,2013,2012-13,2022-23,20-30,814,753,31.9,5,11.1,3.7,7.5,1.4,3.6,2.8,3.4,1,4.1,5.1,1.8,0.7,0.2,1.2,1.6,14.2,0.455,0.492,0.378,0.809,0.565,0.517,F,DALGSWSAC,50,112,112,31,19,0.092,0.1,-0.9,-0.8,7.7,13.7,3.5,14.1,8.8,8.4,1.1,0.5,8.9,19.1
Will Barton,22,0.382,0.138,0.769,12.2,4,2,0.8,bartowi01,2013,2012-13,2022-23,22-32,668,284,25.4,4.2,9.7,2.9,6,1.3,3.7,1.6,2.1,0.7,3.4,4.1,2.7,0.7,0.4,1.4,1.6,11.3,0.431,0.478,0.355,0.787,0.533,0.499,G,DENPORTORWAS,26.3,107,111,12.7,13.6,0.075,0.1,-0.5,-0.4,6.9,13.9,3.1,15.1,9.1,15.8,1.5,1.4,11.8,20.7
Aron Baynes,26,0.5,0,0.583,8.8,2.7,2,0.3,baynear01,2013,2012-13,2020-21,26-34,522,168,16,2.4,4.9,2.2,4.2,0.2,0.7,1,1.2,1.5,3,4.6,0.8,0.2,0.5,0.9,2.2,6,0.489,0.519,0.308,0.794,0.55,0.511,C,BOSDETPHOSASTOR,20.1,110,106,9.1,11,0.115,-2.3,-0.1,-2.4,-0.8,13.7,10.5,21.1,15.8,7.5,0.7,2.5,13.6,17.2
Kent Bazemore,23,0.371,0.294,0.614,4.4,2,0.4,0.4,bazemke01,2013,2012-13,2021-22,23-32,657,310,20.6,2.9,7.1,1.9,4.1,1.1,3,1.3,1.8,0.4,2.8,3.2,1.8,1,0.5,1.4,2,8.2,0.413,0.454,0.356,0.724,0.521,0.488,G-F,ATLGSWLALPORSAC,13.5,98,107,-3.6,17.1,0.048,-2.3,0.9,-1.4,2,11.4,1.9,14.6,8.3,12.8,2.4,1.9,14.8,19.5
Bradley Beal,19,0.41,0.386,0.786,31.2,13.9,3.8,2.4,bealbr01,2013,2012-13,2022-23,19-29,691,657,34.7,8.1,17.6,5.9,11.7,2.2,5.9,3.8,4.6,0.9,3.2,4.1,4.3,1.1,0.4,2.5,2.2,22.1,0.459,0.503,0.372,0.822,0.564,0.521,G,WAS,52,110,112,33.9,18.1,0.104,2.6,-0.9,1.7,22.5,18.4,2.8,10.3,6.5,20.6,1.6,1,11.1,27.7
Patrick Beverley,24,0.418,0.375,0.829,17.4,5.6,2.7,2.9,beverpa01,2013,2012-13,2022-23,24-34,579,491,27.4,3,7.3,1.5,3.2,1.5,4.1,1.1,1.4,1.1,3.1,4.2,3.4,1.1,0.5,1.2,3.1,8.6,0.414,0.464,0.376,0.754,0.547,0.52,G,CHIHOULACLALMIN,36.8,115,109,20.5,16.4,0.112,-0.3,1.2,0.9,11.6,12.4,4.4,12.2,8.3,17.5,2,1.6,13.6,14.3
Victor Claver,24,0.392,0.287,0.467,16.6,3.8,2.4,0.9,clavevi01,2013,2012-13,2014-15,24-26,80,16,13.4,1.3,3.1,0.8,1.7,0.4,1.5,0.3,0.5,0.5,1.7,2.2,0.7,0.4,0.2,0.7,1.3,3.2,0.398,0.489,0.293,0.585,0.479,0.466,F,POR,0.2,92,109,-0.5,0.7,0.011,-3.6,0,-3.6,-0.4,7.5,4.5,14.3,9.4,7.7,1.5,1.1,17.7,13.8
Chris Copeland,28,0.479,0.421,0.759,15.4,8.7,2.1,0.5,copelch01,2013,2012-13,2015-16,28-31,171,26,12.3,2.1,5,1.2,2.5,0.9,2.5,0.7,0.9,0.4,1.2,1.6,0.6,0.2,0.2,0.8,1.4,5.8,0.427,0.486,0.365,0.752,0.54,0.516,F,INDMILNYK,2.9,102,108,1.2,1.8,0.067,-0.3,-1.3,-1.6,0.2,12.4,3.5,11.2,7.3,8.6,0.8,1.1,12.3,22.9
Jae Crowder,22,0.384,0.328,0.644,17.3,5,2.4,1.2,crowdja01,2013,2012-13,2022-23,22-32,745,406,25.2,3.3,7.9,1.7,3.4,1.6,4.5,1.4,1.8,0.7,3.6,4.3,1.6,1,0.3,0.9,2.1,9.5,0.418,0.513,0.346,0.777,0.551,0.516,F,BOSCLEDALMEMMIAMILPHOUTA,40.7,110,107,17.7,23,0.104,-0.4,0.7,0.3,11,12.7,3,15.4,9.3,9,1.9,1.1,9.1,16.5
Jared Cunningham,21,0.429,0.667,1,3.3,2,0.4,0.1,cunnija01,2013,2012-13,2015-16,21-24,84,3,7.2,0.7,2.1,0.5,1.3,0.2,0.7,0.7,1,0.1,0.6,0.7,0.5,0.3,0,0.4,0.9,2.3,0.347,0.369,0.306,0.674,0.467,0.402,G,ATLCLEDALLACMILSAC,0.2,93,107,-0.3,0.5,0.017,-5.3,-0.4,-5.7,-0.6,6.8,1.1,9.3,5.2,9.3,1.8,0.3,13.2,18.1
Anthony Davis,19,0.516,0,0.751,28.8,13.5,8.2,1,davisan02,2013,2012-13,2022-23,19-29,647,640,34.4,9,17.3,8.5,15.7,0.5,1.6,5.6,7,2.6,7.8,10.4,2.4,1.3,2.3,2,2.4,24,0.518,0.54,0.3,0.794,0.588,0.532,F-C,LALNOHNOP,97.9,117,104,60.9,36.9,0.211,4.5,1.5,6.1,45.2,27,8.3,24.8,16.6,11.9,1.9,5.6,8.8,28.4
Nando De Colo,25,0.436,0.378,0.795,12.8,3.8,1.9,1.9,decolna01,2013,2012-13,2013-14,25-26,119,9,11.9,1.4,3.3,1,2.2,0.4,1.1,0.6,0.7,0.3,1.5,1.8,1.7,0.5,0.1,1,1.1,3.8,0.429,0.463,0.363,0.835,0.528,0.491,G,SASTOR,2.4,99,102,0.3,2.1,0.081,-2,1.2,-0.7,0.5,11.8,3.1,13.5,8.6,21,2.3,0.6,21.3,17.6
Andre Drummond,19,0.608,0.5,0.371,20.7,7.9,7.6,0.5,drumman01,2013,2012-13,2022-23,19-29,772,630,28.5,5.6,10.4,5.6,10.2,0,0.2,2.1,4.4,4.4,8.4,12.8,1.3,1.3,1.4,1.9,3,13.3,0.542,0.548,0.129,0.475,0.542,0.543,C,BRKCHICLEDETLALPHI,70,109,101,26.8,43.2,0.153,0.7,0.6,1.2,17.9,21.8,16.4,33.6,24.8,7.7,2.3,4.1,13.5,21.8
Kim English,24,0.375,0.28,0.724,9.9,2.9,0.9,0.6,engliki01,2013,2012-13,2012-13,24-24,41,0,9.9,1,2.7,0.7,1.5,0.3,1.2,0.5,0.7,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,0.375,0.452,0.28,0.724,0.477,0.438,G,DET,0.2,96,110,0,0.2,0.021,-4,-0.2,-4.2,-0.2,7.9,2.2,8.4,5.2,9.8,2.1,0.6,13.2,16.1
Festus Ezeli,23,0.438,0,0.531,14.4,2.4,4,0.3,ezelife01,2013,2012-13,2015-16,23-26,170,61,14.1,1.6,3.2,1.6,3.2,0,0,1,1.7,1.7,2.5,4.3,0.4,0.3,1,0.8,1.9,4.2,0.513,0.513,,0.557,0.536,0.513,C,GSW,5.9,107,102,2.2,3.8,0.119,-2.5,0.5,-2,0,13.4,13.8,18.9,16.5,3.7,1,5.3,16.7,14.6
Evan Fournier,20,0.493,0.407,0.769,11.3,5.3,0.9,1.2,fournev01,2013,2012-13,2022-23,20-30,668,504,28.3,5,11.4,3.1,6.1,2,5.2,2,2.5,0.4,2.3,2.7,2.6,0.9,0.2,1.6,2.4,14,0.444,0.498,0.379,0.799,0.564,0.531,G-F,BOSDENNYKORL,30.8,108,112,17.8,13,0.078,-0.3,-0.7,-1,4.8,13.7,1.5,9,5.2,14.4,1.5,0.5,11.3,21.7
Joel Freeland,25,0.408,0,0.667,9.4,2.6,2.3,0.3,freeljo01,2013,2012-13,2014-15,25-27,151,9,12.1,1.4,3,1.4,3,0,0,0.4,0.5,1.3,2.2,3.4,0.4,0.2,0.4,0.5,1.7,3.2,0.459,0.461,0,0.728,0.486,0.459,F-C,POR,3.2,105,105,1.2,2,0.084,-3.3,-0.1,-3.3,-0.6,11.1,11.5,19.6,15.6,5.2,0.9,2.2,13.1,13.9
Diante Garrett,24,0.327,0.2,0.5,7.8,2.1,0.8,1.6,garredi02,2013,2012-13,2013-14,24-25,90,0,13.3,1.3,3.5,0.9,2.3,0.4,1.2,0.2,0.2,0.2,1.1,1.2,1.7,0.6,0.1,1,0.9,3.2,0.373,0.384,0.351,0.682,0.445,0.435,G,PHOUTA,-1,86,112,-1.5,0.5,-0.041,-4,-0.6,-4.6,-0.8,7.3,1.5,9.5,5.4,19.3,2.2,0.3,21.9,15.8
Draymond Green,22,0.327,0.209,0.818,13.4,2.9,3.3,0.7,greendr01,2013,2012-13,2022-23,22-32,746,596,28.7,3.2,7.1,2.4,4.6,0.8,2.6,1.5,2.1,1.1,5.9,7,5.6,1.4,1,2.2,2.8,8.7,0.447,0.521,0.316,0.711,0.538,0.504,F,GSW,56.8,109,103,19,37.8,0.127,-0.4,2.9,2.5,24.6,14.6,4.2,21.6,13.2,25.5,2.3,2.8,21.8,15.5
Ben Hansbrough,25,0.333,0.261,0.778,7.1,2,0.6,0.8,hansbbe01,2013,2012-13,2012-13,25-25,28,0,7.1,0.5,1.6,0.3,0.8,0.2,0.8,0.8,1,0.1,0.6,0.6,0.8,0.3,0.1,0.6,0.8,2,0.333,0.409,0.261,0.778,0.501,0.4,G,IND,0.2,92,102,-0.1,0.3,0.044,-5.2,1,-4.2,-0.1,7.2,1.1,8.8,5,16.1,1.9,0.7,24,17.1
Maurice Harkless,19,0.461,0.274,0.57,26,8.2,4.4,0.7,harklma01,2013,2012-13,2021-22,19-28,621,371,22.6,2.7,5.7,2.1,3.8,0.6,1.9,0.8,1.3,1.1,2.5,3.5,0.9,0.9,0.6,0.8,2,6.9,0.474,0.551,0.32,0.624,0.544,0.528,F-G,LACMIANYKORLPORSAC,23,107,109,8.9,14,0.079,-1.6,0.8,-0.8,4.1,11.7,5.2,12,8.6,5.9,2.1,2.3,11.8,13.9
John Henson,22,0.482,0,0.533,13.1,6,4.7,0.5,hensojo01,2013,2012-13,2019-20,22-29,445,160,19.7,3.2,6,3.2,5.8,0,0.2,1.1,1.9,1.8,3.5,5.3,1.1,0.5,1.4,1.1,2.2,7.6,0.54,0.549,0.25,0.568,0.557,0.544,C-F,CLEDETMIL,20.7,109,105,9.5,11.2,0.113,-1.1,0.6,-0.5,3.4,17.1,10.4,20.5,15.4,9.1,1.2,6.2,14,18.1
Justin Holiday,23,0.333,0.25,0.75,15.8,4.7,1.6,1.7,holidju01,2013,2012-13,2022-23,23-33,613,287,24,3,7.4,1.3,2.8,1.7,4.6,0.9,1.1,0.4,2.5,2.8,1.5,0.9,0.4,0.9,1.6,8.5,0.398,0.452,0.364,0.817,0.535,0.51,F,ATLCHIDALGSWINDMEMNYKPHISAC,17,105,112,4.3,12.8,0.056,-1.5,0.2,-1.3,2.4,10.6,1.6,11.3,6.4,8.6,1.9,1.6,9.8,15.8
Bernard James,27,0.515,0,0.61,9.9,2.8,2.8,0.1,jamesbe01,2013,2012-13,2014-15,27-29,92,13,8.3,0.8,1.7,0.8,1.6,0,0,0.6,0.8,0.9,1.4,2.3,0.1,0.2,0.7,0.4,1.1,2.2,0.497,0.507,0,0.68,0.546,0.497,C,DAL,1.9,111,104,0.9,1,0.117,-2.5,0.7,-1.8,0,13.8,12.6,18.5,15.6,2.4,1.1,6.4,15.5,13.1
John Jenkins,21,0.446,0.384,0.843,14.8,6.1,1.5,0.9,jenkijo01,2013,2012-13,2018-19,21-27,171,8,12.8,1.8,4.1,1.1,2.3,0.7,1.9,0.7,0.8,0.2,1.3,1.5,0.8,0.2,0.1,0.6,0.6,5,0.441,0.503,0.367,0.847,0.559,0.524,G,ATLDALNYKPHOWAS,3,106,111,1.8,1.2,0.065,-0.6,-1.3,-1.9,0.1,11.7,1.9,10.9,6.4,9.9,0.7,0.5,11,17.8
Chris Johnson,22,0.44,0.333,0.5,12.8,3.6,1.4,0.3,johnsch04,2013,2012-13,2015-16,22-25,147,4,15.5,1.6,4,0.9,1.7,0.7,2.3,0.6,0.7,0.5,1.5,2,0.6,0.6,0.2,0.5,1.4,4.4,0.392,0.508,0.307,0.835,0.514,0.48,F-G,BOSMEMMILPHIUTA,3.5,103,106,1.1,2.5,0.074,-2.2,0.7,-1.5,0.3,9.7,3.5,11.4,7.5,6.3,2,1.1,11.2,14.1
Chris Johnson,22,0.44,0.333,0.5,12.8,3.6,1.4,0.3,johnsch04,2013,2012-13,2015-16,22-25,147,4,15.5,1.6,4,0.9,1.7,0.7,2.3,0.6,0.7,0.5,1.5,2,0.6,0.6,0.2,0.5,1.4,4.4,0.392,0.508,0.307,0.835,0.514,0.48,F-G,BOSMEMMILPHIUTA,3.5,108,102,0.6,0.9,0.12,-3.5,1.8,-1.7,0,14.3,9,17.1,13,3.6,1.4,6,18.3,15.9
Chris Johnson,22,0.44,0.333,0.5,12.8,3.6,1.4,0.3,johnsch04,2013,2010-11,2012-13,25-27,71,1,8.4,1.1,1.9,1.1,1.9,0,0,0.7,1,0.7,1.2,1.9,0.2,0.2,0.6,0.5,1.5,2.9,0.562,0.562,,0.699,0.606,0.562,C,BOSMINNOHPOR,1.5,103,106,1.1,2.5,0.074,-2.2,0.7,-1.5,0.3,9.7,3.5,11.4,7.5,6.3,2,1.1,11.2,14.1
Chris Johnson,22,0.44,0.333,0.5,12.8,3.6,1.4,0.3,johnsch04,2013,2010-11,2012-13,25-27,71,1,8.4,1.1,1.9,1.1,1.9,0,0,0.7,1,0.7,1.2,1.9,0.2,0.2,0.6,0.5,1.5,2.9,0.562,0.562,,0.699,0.606,0.562,C,BOSMINNOHPOR,1.5,108,102,0.6,0.9,0.12,-3.5,1.8,-1.7,0,14.3,9,17.1,13,3.6,1.4,6,18.3,15.9
Orlando Johnson,23,0.4,0.383,0.719,12.1,4,2.2,0.9,johnsor01,2013,2012-13,2015-16,23-26,103,1,10.8,1.1,3.2,0.7,1.7,0.5,1.5,0.5,0.6,0.3,1.4,1.7,0.7,0.2,0.1,0.5,0.8,3.2,0.358,0.398,0.311,0.727,0.462,0.43,G,INDNOPPHOSAC,1.4,96,103,-0.2,1.6,0.059,-2.5,0.1,-2.4,-0.1,8.5,3.4,14.4,9,9.9,0.9,1,11.9,16.5
